nohup: ignoring input
Loading /home/shiyan/project/gnn4lp/data/cora/cora.cites node cites dataset...
Loading /home/shiyan/project/gnn4lp/data/cora/cora.content node features dataset...
create model ...
start training...
Epoch: 0001 train_loss =  1.84085 val_roc_score =  0.76662 average_precision_score =  0.75297 time= 0.05835
Epoch: 0083 train_loss =  0.57923 val_roc_score =  0.75311 average_precision_score =  0.75069 time= 0.04672
Epoch: 0084 train_loss =  0.57253 val_roc_score =  0.74086 average_precision_score =  0.73504 time= 0.04669
Epoch: 0085 train_loss =  0.56930 val_roc_score =  0.71556 average_precision_score =  0.71360 time= 0.04682
Epoch: 0086 train_loss =  0.56688 val_roc_score =  0.71528 average_precision_score =  0.72072 time= 0.04696
Epoch: 0087 train_loss =  0.56939 val_roc_score =  0.72916 average_precision_score =  0.73297 time= 0.04648
Epoch: 0088 train_loss =  0.56853 val_roc_score =  0.69868 average_precision_score =  0.71000 time= 0.04631
Epoch: 0089 train_loss =  0.56853 val_roc_score =  0.71537 average_precision_score =  0.69546 time= 0.04574
Epoch: 0090 train_loss =  0.56494 val_roc_score =  0.72372 average_precision_score =  0.73041 time= 0.04737
Epoch: 0091 train_loss =  0.56405 val_roc_score =  0.72952 average_precision_score =  0.72963 time= 0.04792
Epoch: 0092 train_loss =  0.56003 val_roc_score =  0.74295 average_precision_score =  0.73938 time= 0.04839
Epoch: 0093 train_loss =  0.55320 val_roc_score =  0.72508 average_precision_score =  0.72604 time= 0.04821
Epoch: 0094 train_loss =  0.55931 val_roc_score =  0.75193 average_precision_score =  0.76051 time= 0.04800
Epoch: 0095 train_loss =  0.55430 val_roc_score =  0.75438 average_precision_score =  0.75003 time= 0.04812
Epoch: 0096 train_loss =  0.55098 val_roc_score =  0.76454 average_precision_score =  0.76114 time= 0.04891
Epoch: 0097 train_loss =  0.54894 val_roc_score =  0.73773 average_precision_score =  0.74190 time= 0.04897
Epoch: 0098 train_loss =  0.54410 val_roc_score =  0.83878 average_precision_score =  0.84590 time= 0.04897
Epoch: 0099 train_loss =  0.55051 val_roc_score =  0.81832 average_precision_score =  0.82278 time= 0.04792
Epoch: 0100 train_loss =  0.54987 val_roc_score =  0.80580 average_precision_score =  0.78606 time= 0.04720
Epoch: 0101 train_loss =  0.54678 val_roc_score =  0.81388 average_precision_score =  0.82023 time= 0.04698
Epoch: 0102 train_loss =  0.54751 val_roc_score =  0.80100 average_precision_score =  0.79669 time= 0.04659
Epoch: 0103 train_loss =  0.54345 val_roc_score =  0.81315 average_precision_score =  0.81784 time= 0.04708
Epoch: 0104 train_loss =  0.54286 val_roc_score =  0.83320 average_precision_score =  0.83237 time= 0.04736
Epoch: 0105 train_loss =  0.54381 val_roc_score =  0.80580 average_precision_score =  0.82079 time= 0.04745
Epoch: 0106 train_loss =  0.54580 val_roc_score =  0.82086 average_precision_score =  0.83839 time= 0.04706
Epoch: 0107 train_loss =  0.54774 val_roc_score =  0.78821 average_precision_score =  0.78582 time= 0.04732
Epoch: 0108 train_loss =  0.54133 val_roc_score =  0.80517 average_precision_score =  0.80593 time= 0.04774
Epoch: 0109 train_loss =  0.54253 val_roc_score =  0.81914 average_precision_score =  0.81995 time= 0.04725
Epoch: 0110 train_loss =  0.54117 val_roc_score =  0.79120 average_precision_score =  0.79559 time= 0.04665
Epoch: 0111 train_loss =  0.53812 val_roc_score =  0.78612 average_precision_score =  0.79466 time= 0.04707
Epoch: 0112 train_loss =  0.53977 val_roc_score =  0.79438 average_precision_score =  0.80233 time= 0.04688
Epoch: 0113 train_loss =  0.53872 val_roc_score =  0.81088 average_precision_score =  0.82606 time= 0.04696
Epoch: 0114 train_loss =  0.53402 val_roc_score =  0.81633 average_precision_score =  0.80680 time= 0.04640
Epoch: 0115 train_loss =  0.53703 val_roc_score =  0.80898 average_precision_score =  0.81624 time= 0.04718
Epoch: 0116 train_loss =  0.53689 val_roc_score =  0.80463 average_precision_score =  0.79465 time= 0.04724
Epoch: 0117 train_loss =  0.53351 val_roc_score =  0.81252 average_precision_score =  0.80205 time= 0.04693
Epoch: 0118 train_loss =  0.53470 val_roc_score =  0.81234 average_precision_score =  0.79295 time= 0.04698
Epoch: 0119 train_loss =  0.53637 val_roc_score =  0.81279 average_precision_score =  0.81542 time= 0.04690
Epoch: 0120 train_loss =  0.53103 val_roc_score =  0.80952 average_precision_score =  0.80299 time= 0.04777
Epoch: 0121 train_loss =  0.53654 val_roc_score =  0.79274 average_precision_score =  0.79666 time= 0.04786
Epoch: 0122 train_loss =  0.53464 val_roc_score =  0.83683 average_precision_score =  0.83133 time= 0.04717
Epoch: 0123 train_loss =  0.53393 val_roc_score =  0.84998 average_precision_score =  0.84667 time= 0.04702
Epoch: 0124 train_loss =  0.53302 val_roc_score =  0.80254 average_precision_score =  0.81116 time= 0.04651
Epoch: 0125 train_loss =  0.53153 val_roc_score =  0.81977 average_precision_score =  0.80095 time= 0.04671
Epoch: 0126 train_loss =  0.53292 val_roc_score =  0.83120 average_precision_score =  0.82388 time= 0.04641
Epoch: 0127 train_loss =  0.53255 val_roc_score =  0.81805 average_precision_score =  0.82675 time= 0.04696
Epoch: 0128 train_loss =  0.53181 val_roc_score =  0.82558 average_precision_score =  0.81999 time= 0.04698
Epoch: 0129 train_loss =  0.53294 val_roc_score =  0.81007 average_precision_score =  0.79768 time= 0.04741
Epoch: 0130 train_loss =  0.53170 val_roc_score =  0.79764 average_precision_score =  0.78059 time= 0.04691
Epoch: 0131 train_loss =  0.53061 val_roc_score =  0.84980 average_precision_score =  0.84488 time= 0.04628
Epoch: 0132 train_loss =  0.53553 val_roc_score =  0.81805 average_precision_score =  0.79778 time= 0.04647
Epoch: 0133 train_loss =  0.53386 val_roc_score =  0.82966 average_precision_score =  0.84456 time= 0.04799
Epoch: 0134 train_loss =  0.53008 val_roc_score =  0.83474 average_precision_score =  0.82905 time= 0.04795
Epoch: 0135 train_loss =  0.53248 val_roc_score =  0.83166 average_precision_score =  0.80520 time= 0.04727
Epoch: 0136 train_loss =  0.53197 val_roc_score =  0.84408 average_precision_score =  0.82736 time= 0.04701
Epoch: 0137 train_loss =  0.53180 val_roc_score =  0.81497 average_precision_score =  0.81398 time= 0.04760
Epoch: 0138 train_loss =  0.52795 val_roc_score =  0.82467 average_precision_score =  0.81355 time= 0.04848
Epoch: 0139 train_loss =  0.52948 val_roc_score =  0.83537 average_precision_score =  0.82892 time= 0.04860
Epoch: 0140 train_loss =  0.53099 val_roc_score =  0.82458 average_precision_score =  0.83006 time= 0.04829
Epoch: 0141 train_loss =  0.52965 val_roc_score =  0.83828 average_precision_score =  0.83066 time= 0.04859
Epoch: 0142 train_loss =  0.52713 val_roc_score =  0.82503 average_precision_score =  0.80104 time= 0.04853
Epoch: 0143 train_loss =  0.52941 val_roc_score =  0.83075 average_precision_score =  0.83161 time= 0.04875
Epoch: 0144 train_loss =  0.53016 val_roc_score =  0.81837 average_precision_score =  0.80415 time= 0.04746
Epoch: 0145 train_loss =  0.53037 val_roc_score =  0.83510 average_precision_score =  0.83455 time= 0.04727
Epoch: 0146 train_loss =  0.52718 val_roc_score =  0.84998 average_precision_score =  0.84390 time= 0.04725
Epoch: 0147 train_loss =  0.52941 val_roc_score =  0.83610 average_precision_score =  0.82677 time= 0.04663
Epoch: 0148 train_loss =  0.52789 val_roc_score =  0.82340 average_precision_score =  0.81614 time= 0.04617
Epoch: 0149 train_loss =  0.52899 val_roc_score =  0.82621 average_precision_score =  0.81696 time= 0.04688
Epoch: 0150 train_loss =  0.52771 val_roc_score =  0.81714 average_precision_score =  0.82752 time= 0.04709
Epoch: 0151 train_loss =  0.52721 val_roc_score =  0.83129 average_precision_score =  0.82297 time= 0.04716
Epoch: 0152 train_loss =  0.52796 val_roc_score =  0.82848 average_precision_score =  0.82650 time= 0.04683
Epoch: 0153 train_loss =  0.52710 val_roc_score =  0.82032 average_precision_score =  0.81060 time= 0.04650
Epoch: 0154 train_loss =  0.53048 val_roc_score =  0.80331 average_precision_score =  0.79662 time= 0.04666
Epoch: 0155 train_loss =  0.52811 val_roc_score =  0.80399 average_precision_score =  0.79855 time= 0.04678
Epoch: 0156 train_loss =  0.52777 val_roc_score =  0.83519 average_precision_score =  0.83866 time= 0.04698
Epoch: 0157 train_loss =  0.52952 val_roc_score =  0.84009 average_precision_score =  0.85432 time= 0.04703
Epoch: 0158 train_loss =  0.52963 val_roc_score =  0.83084 average_precision_score =  0.82113 time= 0.04666
Epoch: 0159 train_loss =  0.52690 val_roc_score =  0.84163 average_precision_score =  0.83916 time= 0.04619
Epoch: 0160 train_loss =  0.52706 val_roc_score =  0.83356 average_precision_score =  0.81724 time= 0.04742
Epoch: 0161 train_loss =  0.52696 val_roc_score =  0.83492 average_precision_score =  0.81801 time= 0.04686
Epoch: 0162 train_loss =  0.52702 val_roc_score =  0.82680 average_precision_score =  0.82588 time= 0.04644
Epoch: 0163 train_loss =  0.53030 val_roc_score =  0.84091 average_precision_score =  0.83126 time= 0.04786
Epoch: 0164 train_loss =  0.52760 val_roc_score =  0.80762 average_precision_score =  0.80450 time= 0.04777
Epoch: 0165 train_loss =  0.52840 val_roc_score =  0.81460 average_precision_score =  0.79828 time= 0.04829
Epoch: 0166 train_loss =  0.52859 val_roc_score =  0.83288 average_precision_score =  0.82289 time= 0.04806
Epoch: 0167 train_loss =  0.52541 val_roc_score =  0.81678 average_precision_score =  0.81480 time= 0.04774
Epoch: 0168 train_loss =  0.52560 val_roc_score =  0.82485 average_precision_score =  0.81618 time= 0.04741
Epoch: 0169 train_loss =  0.52581 val_roc_score =  0.84526 average_precision_score =  0.84166 time= 0.04783
Epoch: 0170 train_loss =  0.52655 val_roc_score =  0.84100 average_precision_score =  0.82912 time= 0.04849
Epoch: 0171 train_loss =  0.52651 val_roc_score =  0.81905 average_precision_score =  0.80067 time= 0.04793
Epoch: 0172 train_loss =  0.52927 val_roc_score =  0.83329 average_precision_score =  0.82347 time= 0.04782
Epoch: 0173 train_loss =  0.52282 val_roc_score =  0.82259 average_precision_score =  0.81614 time= 0.04756
Epoch: 0174 train_loss =  0.53408 val_roc_score =  0.80299 average_precision_score =  0.79445 time= 0.04763
Epoch: 0175 train_loss =  0.53053 val_roc_score =  0.81923 average_precision_score =  0.82571 time= 0.04800
Epoch: 0176 train_loss =  0.52376 val_roc_score =  0.82295 average_precision_score =  0.80945 time= 0.04829
Epoch: 0177 train_loss =  0.52780 val_roc_score =  0.82485 average_precision_score =  0.82020 time= 0.04753
Epoch: 0178 train_loss =  0.52752 val_roc_score =  0.84853 average_precision_score =  0.82268 time= 0.04841
Epoch: 0179 train_loss =  0.53017 val_roc_score =  0.82812 average_precision_score =  0.81247 time= 0.04769
Epoch: 0180 train_loss =  0.52444 val_roc_score =  0.83973 average_precision_score =  0.81923 time= 0.04744
Epoch: 0181 train_loss =  0.52491 val_roc_score =  0.79746 average_precision_score =  0.79266 time= 0.04828
Epoch: 0182 train_loss =  0.52387 val_roc_score =  0.83492 average_precision_score =  0.81747 time= 0.04859
Epoch: 0183 train_loss =  0.52732 val_roc_score =  0.83120 average_precision_score =  0.81963 time= 0.04810
Epoch: 0184 train_loss =  0.52518 val_roc_score =  0.84358 average_precision_score =  0.83956 time= 0.04822
Epoch: 0185 train_loss =  0.52458 val_roc_score =  0.83964 average_precision_score =  0.83112 time= 0.04843
Epoch: 0186 train_loss =  0.52584 val_roc_score =  0.84508 average_precision_score =  0.85508 time= 0.04845
Epoch: 0187 train_loss =  0.52251 val_roc_score =  0.84612 average_precision_score =  0.83019 time= 0.04837
Epoch: 0188 train_loss =  0.52542 val_roc_score =  0.83537 average_precision_score =  0.83730 time= 0.04913
Epoch: 0189 train_loss =  0.52557 val_roc_score =  0.82494 average_precision_score =  0.81184 time= 0.04875
Epoch: 0190 train_loss =  0.52178 val_roc_score =  0.82304 average_precision_score =  0.79798 time= 0.04841
Epoch: 0191 train_loss =  0.52349 val_roc_score =  0.82558 average_precision_score =  0.80250 time= 0.04840
Epoch: 0192 train_loss =  0.52132 val_roc_score =  0.84626 average_precision_score =  0.83781 time= 0.04883
Epoch: 0193 train_loss =  0.52078 val_roc_score =  0.85469 average_precision_score =  0.83704 time= 0.04947
Epoch: 0194 train_loss =  0.52483 val_roc_score =  0.85098 average_precision_score =  0.84101 time= 0.04873
Epoch: 0195 train_loss =  0.52104 val_roc_score =  0.86150 average_precision_score =  0.83507 time= 0.04888
Epoch: 0196 train_loss =  0.51703 val_roc_score =  0.84327 average_precision_score =  0.82712 time= 0.04852
Epoch: 0197 train_loss =  0.51902 val_roc_score =  0.81950 average_precision_score =  0.81146 time= 0.04836
Epoch: 0198 train_loss =  0.51766 val_roc_score =  0.83882 average_precision_score =  0.82484 time= 0.04870
Epoch: 0199 train_loss =  0.51798 val_roc_score =  0.83664 average_precision_score =  0.81961 time= 0.04865
Epoch: 0200 train_loss =  0.51698 val_roc_score =  0.82948 average_precision_score =  0.80500 time= 0.04877
Optimization Finished!
test roc score: 0.827845804988662
test ap score: 0.8078799654789612
