nohup: ignoring input
Loading /home/shiyan/project/gnn4lp/data/cora/cora.cites node cites dataset...
Loading /home/shiyan/project/gnn4lp/data/cora/cora.content node features dataset...
create model ...
start training...
Epoch: 0001 train_loss =  2.16067 val_roc_score =  0.72481 average_precision_score =  0.74354 time= 0.04776
Epoch: 0018 train_loss =  1.10434 val_roc_score =  0.62993 average_precision_score =  0.69142 time= 0.03853
Epoch: 0019 train_loss =  1.06255 val_roc_score =  0.62132 average_precision_score =  0.68024 time= 0.03870
Epoch: 0020 train_loss =  1.02309 val_roc_score =  0.63864 average_precision_score =  0.69548 time= 0.03807
Epoch: 0021 train_loss =  0.98755 val_roc_score =  0.63211 average_precision_score =  0.68962 time= 0.03803
Epoch: 0022 train_loss =  0.95041 val_roc_score =  0.62231 average_precision_score =  0.68102 time= 0.03733
Epoch: 0023 train_loss =  0.92024 val_roc_score =  0.63084 average_precision_score =  0.69532 time= 0.03777
Epoch: 0024 train_loss =  0.88868 val_roc_score =  0.65342 average_precision_score =  0.70097 time= 0.03866
Epoch: 0025 train_loss =  0.86209 val_roc_score =  0.63646 average_precision_score =  0.69252 time= 0.03822
Epoch: 0026 train_loss =  0.83602 val_roc_score =  0.62739 average_precision_score =  0.68311 time= 0.03805
Epoch: 0027 train_loss =  0.81929 val_roc_score =  0.62132 average_precision_score =  0.69094 time= 0.03825
Epoch: 0028 train_loss =  0.79477 val_roc_score =  0.63483 average_precision_score =  0.69264 time= 0.03769
Epoch: 0029 train_loss =  0.78595 val_roc_score =  0.63048 average_precision_score =  0.70265 time= 0.03735
Epoch: 0030 train_loss =  0.78125 val_roc_score =  0.62404 average_precision_score =  0.68918 time= 0.03929
Epoch: 0031 train_loss =  0.76946 val_roc_score =  0.63420 average_precision_score =  0.70048 time= 0.03904
Epoch: 0032 train_loss =  0.76292 val_roc_score =  0.63646 average_precision_score =  0.69841 time= 0.03904
Epoch: 0033 train_loss =  0.75281 val_roc_score =  0.63909 average_precision_score =  0.69503 time= 0.03959
Epoch: 0034 train_loss =  0.75025 val_roc_score =  0.61297 average_precision_score =  0.68748 time= 0.03916
Epoch: 0035 train_loss =  0.74759 val_roc_score =  0.65043 average_precision_score =  0.70058 time= 0.03925
Epoch: 0036 train_loss =  0.73985 val_roc_score =  0.64662 average_precision_score =  0.71047 time= 0.03902
Epoch: 0037 train_loss =  0.73792 val_roc_score =  0.61787 average_precision_score =  0.67799 time= 0.03845
Epoch: 0038 train_loss =  0.74049 val_roc_score =  0.64190 average_precision_score =  0.70459 time= 0.03826
Epoch: 0039 train_loss =  0.73599 val_roc_score =  0.63565 average_precision_score =  0.69772 time= 0.03833
Epoch: 0040 train_loss =  0.73365 val_roc_score =  0.61197 average_precision_score =  0.68994 time= 0.03877
Epoch: 0041 train_loss =  0.73150 val_roc_score =  0.63882 average_precision_score =  0.70727 time= 0.03851
Epoch: 0042 train_loss =  0.72990 val_roc_score =  0.61732 average_precision_score =  0.69036 time= 0.03842
Epoch: 0043 train_loss =  0.72779 val_roc_score =  0.63819 average_precision_score =  0.70290 time= 0.03745
Epoch: 0044 train_loss =  0.72719 val_roc_score =  0.62240 average_precision_score =  0.69174 time= 0.03762
Epoch: 0045 train_loss =  0.72547 val_roc_score =  0.64354 average_precision_score =  0.70699 time= 0.03786
Epoch: 0046 train_loss =  0.72377 val_roc_score =  0.63374 average_precision_score =  0.70468 time= 0.03857
Epoch: 0047 train_loss =  0.72177 val_roc_score =  0.62068 average_precision_score =  0.69045 time= 0.03773
Epoch: 0048 train_loss =  0.72036 val_roc_score =  0.64735 average_precision_score =  0.70919 time= 0.03719
Epoch: 0049 train_loss =  0.72012 val_roc_score =  0.63701 average_precision_score =  0.70652 time= 0.03715
Epoch: 0050 train_loss =  0.71687 val_roc_score =  0.63011 average_precision_score =  0.69375 time= 0.03786
Epoch: 0051 train_loss =  0.71583 val_roc_score =  0.63202 average_precision_score =  0.69331 time= 0.03846
Epoch: 0052 train_loss =  0.71464 val_roc_score =  0.63855 average_precision_score =  0.69520 time= 0.03746
Epoch: 0053 train_loss =  0.71253 val_roc_score =  0.64390 average_precision_score =  0.70186 time= 0.03744
Epoch: 0054 train_loss =  0.71075 val_roc_score =  0.64163 average_precision_score =  0.69551 time= 0.03734
Epoch: 0055 train_loss =  0.71036 val_roc_score =  0.64399 average_precision_score =  0.69022 time= 0.03733
Epoch: 0056 train_loss =  0.70711 val_roc_score =  0.65279 average_precision_score =  0.69814 time= 0.03827
Epoch: 0057 train_loss =  0.70519 val_roc_score =  0.67247 average_precision_score =  0.70865 time= 0.03880
Epoch: 0058 train_loss =  0.70356 val_roc_score =  0.66077 average_precision_score =  0.69635 time= 0.03883
Epoch: 0059 train_loss =  0.70226 val_roc_score =  0.67156 average_precision_score =  0.69937 time= 0.03813
Epoch: 0060 train_loss =  0.69918 val_roc_score =  0.66331 average_precision_score =  0.69312 time= 0.03932
Epoch: 0061 train_loss =  0.69603 val_roc_score =  0.67247 average_precision_score =  0.69803 time= 0.04070
Epoch: 0062 train_loss =  0.69307 val_roc_score =  0.68753 average_precision_score =  0.70996 time= 0.03965
Epoch: 0063 train_loss =  0.68956 val_roc_score =  0.68744 average_precision_score =  0.70292 time= 0.03926
Epoch: 0064 train_loss =  0.68515 val_roc_score =  0.69814 average_precision_score =  0.70771 time= 0.03813
Epoch: 0065 train_loss =  0.68093 val_roc_score =  0.70884 average_precision_score =  0.71825 time= 0.03854
Epoch: 0066 train_loss =  0.67585 val_roc_score =  0.71383 average_precision_score =  0.71571 time= 0.03876
Epoch: 0067 train_loss =  0.67046 val_roc_score =  0.73025 average_precision_score =  0.72776 time= 0.03958
Epoch: 0068 train_loss =  0.66337 val_roc_score =  0.74032 average_precision_score =  0.73826 time= 0.03936
Epoch: 0069 train_loss =  0.65650 val_roc_score =  0.74304 average_precision_score =  0.73877 time= 0.03942
Epoch: 0070 train_loss =  0.64921 val_roc_score =  0.75166 average_precision_score =  0.75592 time= 0.03965
Epoch: 0071 train_loss =  0.64309 val_roc_score =  0.74340 average_precision_score =  0.74888 time= 0.03914
Epoch: 0072 train_loss =  0.63723 val_roc_score =  0.75111 average_precision_score =  0.75351 time= 0.03878
Epoch: 0073 train_loss =  0.63433 val_roc_score =  0.74884 average_precision_score =  0.75187 time= 0.03873
Epoch: 0074 train_loss =  0.62986 val_roc_score =  0.75791 average_precision_score =  0.76148 time= 0.04781
Epoch: 0075 train_loss =  0.62671 val_roc_score =  0.73741 average_precision_score =  0.74408 time= 0.04425
Epoch: 0076 train_loss =  0.62462 val_roc_score =  0.75311 average_precision_score =  0.75325 time= 0.04388
Epoch: 0077 train_loss =  0.62249 val_roc_score =  0.74494 average_precision_score =  0.74873 time= 0.04374
Epoch: 0078 train_loss =  0.62069 val_roc_score =  0.75356 average_precision_score =  0.76080 time= 0.04352
Epoch: 0079 train_loss =  0.61756 val_roc_score =  0.74875 average_precision_score =  0.74401 time= 0.04340
Epoch: 0080 train_loss =  0.61768 val_roc_score =  0.75791 average_precision_score =  0.76449 time= 0.04311
Epoch: 0081 train_loss =  0.61435 val_roc_score =  0.77297 average_precision_score =  0.77073 time= 0.04392
Epoch: 0082 train_loss =  0.61292 val_roc_score =  0.76372 average_precision_score =  0.77114 time= 0.04307
Epoch: 0083 train_loss =  0.61127 val_roc_score =  0.77252 average_precision_score =  0.77102 time= 0.04321
Epoch: 0084 train_loss =  0.60831 val_roc_score =  0.77841 average_precision_score =  0.77907 time= 0.04501
Epoch: 0085 train_loss =  0.60766 val_roc_score =  0.77515 average_precision_score =  0.77909 time= 0.04421
Epoch: 0086 train_loss =  0.60645 val_roc_score =  0.77361 average_precision_score =  0.77055 time= 0.04464
Epoch: 0087 train_loss =  0.60453 val_roc_score =  0.78286 average_precision_score =  0.77397 time= 0.04548
Epoch: 0088 train_loss =  0.60425 val_roc_score =  0.78204 average_precision_score =  0.77384 time= 0.04531
Epoch: 0089 train_loss =  0.60127 val_roc_score =  0.78286 average_precision_score =  0.77845 time= 0.04443
Epoch: 0090 train_loss =  0.60042 val_roc_score =  0.77061 average_precision_score =  0.75939 time= 0.04474
Epoch: 0091 train_loss =  0.59787 val_roc_score =  0.78857 average_precision_score =  0.78792 time= 0.04492
Epoch: 0092 train_loss =  0.59763 val_roc_score =  0.78866 average_precision_score =  0.78244 time= 0.04464
Epoch: 0093 train_loss =  0.59525 val_roc_score =  0.79737 average_precision_score =  0.78431 time= 0.04538
Epoch: 0094 train_loss =  0.59643 val_roc_score =  0.79646 average_precision_score =  0.78902 time= 0.04494
Epoch: 0095 train_loss =  0.59304 val_roc_score =  0.81415 average_precision_score =  0.81002 time= 0.04471
Epoch: 0096 train_loss =  0.59125 val_roc_score =  0.81088 average_precision_score =  0.80948 time= 0.04373
Epoch: 0097 train_loss =  0.59134 val_roc_score =  0.80825 average_precision_score =  0.80225 time= 0.04423
Epoch: 0098 train_loss =  0.58814 val_roc_score =  0.81796 average_precision_score =  0.80512 time= 0.04520
Epoch: 0099 train_loss =  0.58598 val_roc_score =  0.80553 average_precision_score =  0.79027 time= 0.04488
Epoch: 0100 train_loss =  0.58481 val_roc_score =  0.80580 average_precision_score =  0.79075 time= 0.04442
Epoch: 0101 train_loss =  0.58267 val_roc_score =  0.80272 average_precision_score =  0.79528 time= 0.04423
Epoch: 0102 train_loss =  0.58045 val_roc_score =  0.81741 average_precision_score =  0.81227 time= 0.04440
Epoch: 0103 train_loss =  0.57837 val_roc_score =  0.82349 average_precision_score =  0.81015 time= 0.04513
Epoch: 0104 train_loss =  0.57627 val_roc_score =  0.80481 average_precision_score =  0.78721 time= 0.04443
Epoch: 0105 train_loss =  0.57149 val_roc_score =  0.82730 average_precision_score =  0.83059 time= 0.04486
Epoch: 0106 train_loss =  0.57090 val_roc_score =  0.82349 average_precision_score =  0.80653 time= 0.04460
Epoch: 0107 train_loss =  0.56731 val_roc_score =  0.83020 average_precision_score =  0.83051 time= 0.04592
Epoch: 0108 train_loss =  0.56613 val_roc_score =  0.81624 average_precision_score =  0.81392 time= 0.04547
Epoch: 0109 train_loss =  0.56449 val_roc_score =  0.83982 average_precision_score =  0.83657 time= 0.04499
Epoch: 0110 train_loss =  0.56108 val_roc_score =  0.84363 average_precision_score =  0.83852 time= 0.03997
Epoch: 0111 train_loss =  0.55779 val_roc_score =  0.83628 average_precision_score =  0.83212 time= 0.03870
Epoch: 0112 train_loss =  0.55622 val_roc_score =  0.84091 average_precision_score =  0.83279 time= 0.03867
Epoch: 0113 train_loss =  0.55528 val_roc_score =  0.85179 average_precision_score =  0.84754 time= 0.04004
Epoch: 0114 train_loss =  0.55165 val_roc_score =  0.84698 average_precision_score =  0.83088 time= 0.03939
Epoch: 0115 train_loss =  0.54972 val_roc_score =  0.84907 average_precision_score =  0.83713 time= 0.03833
Epoch: 0116 train_loss =  0.54880 val_roc_score =  0.85760 average_precision_score =  0.84480 time= 0.03828
Epoch: 0117 train_loss =  0.54937 val_roc_score =  0.85551 average_precision_score =  0.84274 time= 0.03790
Epoch: 0118 train_loss =  0.54628 val_roc_score =  0.84735 average_precision_score =  0.83148 time= 0.03858
Epoch: 0119 train_loss =  0.54521 val_roc_score =  0.84952 average_precision_score =  0.83286 time= 0.03827
Epoch: 0120 train_loss =  0.54344 val_roc_score =  0.86395 average_precision_score =  0.85551 time= 0.03882
Epoch: 0121 train_loss =  0.54419 val_roc_score =  0.84889 average_precision_score =  0.84133 time= 0.03789
Epoch: 0122 train_loss =  0.54385 val_roc_score =  0.85297 average_precision_score =  0.83163 time= 0.03710
Epoch: 0123 train_loss =  0.54170 val_roc_score =  0.85497 average_precision_score =  0.84280 time= 0.03712
Epoch: 0124 train_loss =  0.54112 val_roc_score =  0.86213 average_precision_score =  0.84776 time= 0.03753
Epoch: 0125 train_loss =  0.53979 val_roc_score =  0.84109 average_precision_score =  0.82787 time= 0.03771
Epoch: 0126 train_loss =  0.53880 val_roc_score =  0.85515 average_precision_score =  0.83875 time= 0.03769
Epoch: 0127 train_loss =  0.53939 val_roc_score =  0.85197 average_precision_score =  0.84291 time= 0.03739
Epoch: 0128 train_loss =  0.53834 val_roc_score =  0.86621 average_precision_score =  0.85676 time= 0.03771
Epoch: 0129 train_loss =  0.53722 val_roc_score =  0.87066 average_precision_score =  0.86362 time= 0.03839
Epoch: 0130 train_loss =  0.53775 val_roc_score =  0.84762 average_precision_score =  0.83650 time= 0.03768
Epoch: 0131 train_loss =  0.53685 val_roc_score =  0.85923 average_precision_score =  0.85009 time= 0.03717
Epoch: 0132 train_loss =  0.53656 val_roc_score =  0.86222 average_precision_score =  0.84886 time= 0.03718
Epoch: 0133 train_loss =  0.53630 val_roc_score =  0.86476 average_precision_score =  0.85175 time= 0.03700
Epoch: 0134 train_loss =  0.53514 val_roc_score =  0.85578 average_precision_score =  0.85087 time= 0.03733
Epoch: 0135 train_loss =  0.53471 val_roc_score =  0.86685 average_precision_score =  0.86333 time= 0.03727
Epoch: 0136 train_loss =  0.53607 val_roc_score =  0.84889 average_precision_score =  0.83333 time= 0.03676
Epoch: 0137 train_loss =  0.53496 val_roc_score =  0.86449 average_precision_score =  0.85504 time= 0.03743
Epoch: 0138 train_loss =  0.53397 val_roc_score =  0.85814 average_precision_score =  0.84927 time= 0.03769
Epoch: 0139 train_loss =  0.53426 val_roc_score =  0.86676 average_precision_score =  0.85764 time= 0.03903
Epoch: 0140 train_loss =  0.53422 val_roc_score =  0.86485 average_precision_score =  0.85650 time= 0.03902
Epoch: 0141 train_loss =  0.53314 val_roc_score =  0.86812 average_precision_score =  0.85557 time= 0.03803
Epoch: 0142 train_loss =  0.53335 val_roc_score =  0.85515 average_precision_score =  0.84652 time= 0.03830
Epoch: 0143 train_loss =  0.53259 val_roc_score =  0.85678 average_precision_score =  0.84459 time= 0.03850
Epoch: 0144 train_loss =  0.53277 val_roc_score =  0.86576 average_precision_score =  0.86340 time= 0.03822
Epoch: 0145 train_loss =  0.53325 val_roc_score =  0.85995 average_precision_score =  0.84835 time= 0.03823
Epoch: 0146 train_loss =  0.53293 val_roc_score =  0.86195 average_precision_score =  0.85797 time= 0.03790
Epoch: 0147 train_loss =  0.53230 val_roc_score =  0.86086 average_precision_score =  0.85371 time= 0.03712
Epoch: 0148 train_loss =  0.53218 val_roc_score =  0.85823 average_precision_score =  0.85358 time= 0.03720
Epoch: 0149 train_loss =  0.53238 val_roc_score =  0.85433 average_precision_score =  0.84546 time= 0.03726
Epoch: 0150 train_loss =  0.53286 val_roc_score =  0.85506 average_precision_score =  0.85070 time= 0.03819
Epoch: 0151 train_loss =  0.53189 val_roc_score =  0.86567 average_precision_score =  0.86017 time= 0.03752
Epoch: 0152 train_loss =  0.53196 val_roc_score =  0.85778 average_precision_score =  0.85532 time= 0.03849
Epoch: 0153 train_loss =  0.53199 val_roc_score =  0.85678 average_precision_score =  0.85230 time= 0.03872
Epoch: 0154 train_loss =  0.53160 val_roc_score =  0.86395 average_precision_score =  0.86052 time= 0.03790
Epoch: 0155 train_loss =  0.53096 val_roc_score =  0.87692 average_precision_score =  0.87413 time= 0.03823
Epoch: 0156 train_loss =  0.53036 val_roc_score =  0.84880 average_precision_score =  0.83800 time= 0.03805
Epoch: 0157 train_loss =  0.53152 val_roc_score =  0.87084 average_precision_score =  0.86800 time= 0.03680
Epoch: 0158 train_loss =  0.53079 val_roc_score =  0.84653 average_precision_score =  0.83503 time= 0.03741
Epoch: 0159 train_loss =  0.53068 val_roc_score =  0.86023 average_precision_score =  0.85530 time= 0.03892
Epoch: 0160 train_loss =  0.53190 val_roc_score =  0.86168 average_precision_score =  0.85414 time= 0.03980
Epoch: 0161 train_loss =  0.53075 val_roc_score =  0.86395 average_precision_score =  0.85484 time= 0.03964
Epoch: 0162 train_loss =  0.53014 val_roc_score =  0.86204 average_precision_score =  0.85796 time= 0.03882
Epoch: 0163 train_loss =  0.53086 val_roc_score =  0.86340 average_precision_score =  0.85794 time= 0.03869
Epoch: 0164 train_loss =  0.52935 val_roc_score =  0.85460 average_precision_score =  0.85111 time= 0.03862
Epoch: 0165 train_loss =  0.53102 val_roc_score =  0.84571 average_precision_score =  0.83225 time= 0.03928
Epoch: 0166 train_loss =  0.53060 val_roc_score =  0.84426 average_precision_score =  0.83402 time= 0.04031
Epoch: 0167 train_loss =  0.53024 val_roc_score =  0.85016 average_precision_score =  0.83769 time= 0.04001
Epoch: 0168 train_loss =  0.53044 val_roc_score =  0.85107 average_precision_score =  0.85290 time= 0.03968
Epoch: 0169 train_loss =  0.53000 val_roc_score =  0.86431 average_precision_score =  0.85695 time= 0.03991
Epoch: 0170 train_loss =  0.53164 val_roc_score =  0.85905 average_precision_score =  0.85389 time= 0.03928
Epoch: 0171 train_loss =  0.53065 val_roc_score =  0.85460 average_precision_score =  0.85003 time= 0.03922
Epoch: 0172 train_loss =  0.53031 val_roc_score =  0.84689 average_precision_score =  0.84150 time= 0.03839
Epoch: 0173 train_loss =  0.53102 val_roc_score =  0.84952 average_precision_score =  0.84345 time= 0.03844
Epoch: 0174 train_loss =  0.52940 val_roc_score =  0.84952 average_precision_score =  0.84626 time= 0.03846
Epoch: 0175 train_loss =  0.52844 val_roc_score =  0.84408 average_precision_score =  0.83742 time= 0.03877
Epoch: 0176 train_loss =  0.53008 val_roc_score =  0.85986 average_precision_score =  0.86096 time= 0.03859
Epoch: 0177 train_loss =  0.52971 val_roc_score =  0.85442 average_precision_score =  0.85305 time= 0.03863
Epoch: 0178 train_loss =  0.52921 val_roc_score =  0.85823 average_precision_score =  0.85369 time= 0.03777
Epoch: 0179 train_loss =  0.52930 val_roc_score =  0.84535 average_precision_score =  0.84348 time= 0.03731
Epoch: 0180 train_loss =  0.53025 val_roc_score =  0.85224 average_precision_score =  0.85096 time= 0.03833
Epoch: 0181 train_loss =  0.52935 val_roc_score =  0.85569 average_precision_score =  0.84625 time= 0.03843
Epoch: 0182 train_loss =  0.52929 val_roc_score =  0.84626 average_precision_score =  0.84244 time= 0.03868
Epoch: 0183 train_loss =  0.52861 val_roc_score =  0.84290 average_precision_score =  0.83657 time= 0.03749
Epoch: 0184 train_loss =  0.52842 val_roc_score =  0.86195 average_precision_score =  0.85599 time= 0.03762
Epoch: 0185 train_loss =  0.53024 val_roc_score =  0.84308 average_precision_score =  0.83426 time= 0.03713
Epoch: 0186 train_loss =  0.52791 val_roc_score =  0.85460 average_precision_score =  0.84044 time= 0.03722
Epoch: 0187 train_loss =  0.52915 val_roc_score =  0.85814 average_precision_score =  0.85307 time= 0.03724
Epoch: 0188 train_loss =  0.52745 val_roc_score =  0.86177 average_precision_score =  0.85154 time= 0.03749
Epoch: 0189 train_loss =  0.52752 val_roc_score =  0.85551 average_precision_score =  0.84362 time= 0.03753
Epoch: 0190 train_loss =  0.52888 val_roc_score =  0.84780 average_precision_score =  0.83568 time= 0.03746
Epoch: 0191 train_loss =  0.52791 val_roc_score =  0.86803 average_precision_score =  0.86373 time= 0.03717
Epoch: 0192 train_loss =  0.52990 val_roc_score =  0.85361 average_precision_score =  0.84439 time= 0.03732
Epoch: 0193 train_loss =  0.52879 val_roc_score =  0.84825 average_precision_score =  0.83618 time= 0.03755
Epoch: 0194 train_loss =  0.52813 val_roc_score =  0.85633 average_precision_score =  0.84803 time= 0.03742
Epoch: 0195 train_loss =  0.52894 val_roc_score =  0.86122 average_precision_score =  0.85400 time= 0.03858
Epoch: 0196 train_loss =  0.52823 val_roc_score =  0.85515 average_precision_score =  0.84160 time= 0.03887
Epoch: 0197 train_loss =  0.52763 val_roc_score =  0.85977 average_precision_score =  0.85059 time= 0.03871
Epoch: 0198 train_loss =  0.52846 val_roc_score =  0.86277 average_precision_score =  0.85734 time= 0.03881
Epoch: 0199 train_loss =  0.52761 val_roc_score =  0.85388 average_precision_score =  0.84543 time= 0.03804
Epoch: 0200 train_loss =  0.52807 val_roc_score =  0.86585 average_precision_score =  0.86250 time= 0.03794
Optimization Finished!
test roc score: 0.843718820861678
test ap score: 0.8544933962691319
