nohup: ignoring input
Loading /home/shiyan/project/gnn4lp/data/cora/cora.cites node cites dataset...
Loading /home/shiyan/project/gnn4lp/data/cora/cora.content node features dataset...
create model ...
start training...
Epoch: 0001 train_loss =  1.90759 val_roc_score =  0.70286 average_precision_score =  0.69555 time= 0.04815
Epoch: 0074 train_loss =  0.61754 val_roc_score =  0.73624 average_precision_score =  0.73747 time= 0.03719
Epoch: 0075 train_loss =  0.62189 val_roc_score =  0.73651 average_precision_score =  0.73873 time= 0.03700
Epoch: 0076 train_loss =  0.61702 val_roc_score =  0.74585 average_precision_score =  0.75463 time= 0.03694
Epoch: 0077 train_loss =  0.61149 val_roc_score =  0.76172 average_precision_score =  0.76519 time= 0.03775
Epoch: 0078 train_loss =  0.61355 val_roc_score =  0.71946 average_precision_score =  0.72972 time= 0.03721
Epoch: 0079 train_loss =  0.60602 val_roc_score =  0.74313 average_precision_score =  0.74661 time= 0.03627
Epoch: 0080 train_loss =  0.60165 val_roc_score =  0.73506 average_precision_score =  0.75647 time= 0.03678
Epoch: 0081 train_loss =  0.59929 val_roc_score =  0.74050 average_precision_score =  0.72648 time= 0.03742
Epoch: 0082 train_loss =  0.59970 val_roc_score =  0.77315 average_precision_score =  0.76329 time= 0.03840
Epoch: 0083 train_loss =  0.59576 val_roc_score =  0.73315 average_precision_score =  0.72807 time= 0.03800
Epoch: 0084 train_loss =  0.59342 val_roc_score =  0.75728 average_precision_score =  0.75458 time= 0.03724
Epoch: 0085 train_loss =  0.59335 val_roc_score =  0.75247 average_precision_score =  0.75428 time= 0.03734
Epoch: 0086 train_loss =  0.59212 val_roc_score =  0.73206 average_precision_score =  0.74546 time= 0.03745
Epoch: 0087 train_loss =  0.59049 val_roc_score =  0.74676 average_precision_score =  0.76074 time= 0.03824
Epoch: 0088 train_loss =  0.59075 val_roc_score =  0.74658 average_precision_score =  0.75812 time= 0.03811
Epoch: 0089 train_loss =  0.58649 val_roc_score =  0.73515 average_precision_score =  0.75284 time= 0.03724
Epoch: 0090 train_loss =  0.58802 val_roc_score =  0.73424 average_precision_score =  0.73816 time= 0.03691
Epoch: 0091 train_loss =  0.58976 val_roc_score =  0.73814 average_precision_score =  0.73955 time= 0.03693
Epoch: 0092 train_loss =  0.58441 val_roc_score =  0.74295 average_precision_score =  0.75481 time= 0.03718
Epoch: 0093 train_loss =  0.58643 val_roc_score =  0.75737 average_precision_score =  0.77559 time= 0.03758
Epoch: 0094 train_loss =  0.58750 val_roc_score =  0.74921 average_precision_score =  0.76531 time= 0.03850
Epoch: 0095 train_loss =  0.58232 val_roc_score =  0.75937 average_precision_score =  0.76270 time= 0.03811
Epoch: 0096 train_loss =  0.58068 val_roc_score =  0.74277 average_precision_score =  0.74379 time= 0.03750
Epoch: 0097 train_loss =  0.58402 val_roc_score =  0.75633 average_precision_score =  0.76028 time= 0.03901
Epoch: 0098 train_loss =  0.58282 val_roc_score =  0.70522 average_precision_score =  0.70637 time= 0.03819
Epoch: 0099 train_loss =  0.58405 val_roc_score =  0.73234 average_precision_score =  0.73783 time= 0.03759
Epoch: 0100 train_loss =  0.58030 val_roc_score =  0.73088 average_precision_score =  0.74715 time= 0.03849
Epoch: 0101 train_loss =  0.58162 val_roc_score =  0.72472 average_precision_score =  0.74393 time= 0.03768
Epoch: 0102 train_loss =  0.58106 val_roc_score =  0.73478 average_precision_score =  0.74085 time= 0.03710
Epoch: 0103 train_loss =  0.58030 val_roc_score =  0.73333 average_precision_score =  0.73891 time= 0.03867
Epoch: 0104 train_loss =  0.57779 val_roc_score =  0.75624 average_precision_score =  0.76321 time= 0.03824
Epoch: 0105 train_loss =  0.57717 val_roc_score =  0.74240 average_precision_score =  0.75114 time= 0.03737
Epoch: 0106 train_loss =  0.58161 val_roc_score =  0.74231 average_precision_score =  0.74341 time= 0.03844
Epoch: 0107 train_loss =  0.57796 val_roc_score =  0.75011 average_precision_score =  0.75488 time= 0.03657
Epoch: 0108 train_loss =  0.57979 val_roc_score =  0.74549 average_precision_score =  0.76265 time= 0.03648
Epoch: 0109 train_loss =  0.57370 val_roc_score =  0.72662 average_precision_score =  0.73367 time= 0.03722
Epoch: 0110 train_loss =  0.57605 val_roc_score =  0.77397 average_precision_score =  0.76723 time= 0.03840
Epoch: 0111 train_loss =  0.57372 val_roc_score =  0.76707 average_precision_score =  0.77995 time= 0.03782
Epoch: 0112 train_loss =  0.57344 val_roc_score =  0.75447 average_precision_score =  0.76680 time= 0.03728
Epoch: 0113 train_loss =  0.57356 val_roc_score =  0.72934 average_precision_score =  0.74101 time= 0.03656
Epoch: 0114 train_loss =  0.57346 val_roc_score =  0.74803 average_precision_score =  0.75857 time= 0.03781
Epoch: 0115 train_loss =  0.57541 val_roc_score =  0.74358 average_precision_score =  0.74184 time= 0.03791
Epoch: 0116 train_loss =  0.57198 val_roc_score =  0.76036 average_precision_score =  0.77789 time= 0.03794
Epoch: 0117 train_loss =  0.57163 val_roc_score =  0.76463 average_precision_score =  0.76477 time= 0.03738
Epoch: 0118 train_loss =  0.56982 val_roc_score =  0.77977 average_precision_score =  0.77488 time= 0.03766
Epoch: 0119 train_loss =  0.57596 val_roc_score =  0.77079 average_precision_score =  0.78499 time= 0.03681
Epoch: 0120 train_loss =  0.56628 val_roc_score =  0.78041 average_precision_score =  0.78635 time= 0.03764
Epoch: 0121 train_loss =  0.57283 val_roc_score =  0.74231 average_precision_score =  0.74249 time= 0.03783
Epoch: 0122 train_loss =  0.56681 val_roc_score =  0.77324 average_precision_score =  0.78065 time= 0.03822
Epoch: 0123 train_loss =  0.56840 val_roc_score =  0.74449 average_precision_score =  0.74155 time= 0.03783
Epoch: 0124 train_loss =  0.56611 val_roc_score =  0.75429 average_precision_score =  0.76268 time= 0.03753
Epoch: 0125 train_loss =  0.56340 val_roc_score =  0.78712 average_precision_score =  0.79460 time= 0.03857
Epoch: 0126 train_loss =  0.56202 val_roc_score =  0.78059 average_precision_score =  0.78821 time= 0.03726
Epoch: 0127 train_loss =  0.55536 val_roc_score =  0.78621 average_precision_score =  0.79049 time= 0.03683
Epoch: 0128 train_loss =  0.56086 val_roc_score =  0.79628 average_precision_score =  0.79203 time= 0.03728
Epoch: 0129 train_loss =  0.55243 val_roc_score =  0.77560 average_precision_score =  0.78650 time= 0.03669
Epoch: 0130 train_loss =  0.56149 val_roc_score =  0.78494 average_precision_score =  0.80025 time= 0.03700
Epoch: 0131 train_loss =  0.54966 val_roc_score =  0.78104 average_precision_score =  0.79203 time= 0.03702
Epoch: 0132 train_loss =  0.55150 val_roc_score =  0.78104 average_precision_score =  0.79146 time= 0.03648
Epoch: 0133 train_loss =  0.54952 val_roc_score =  0.78630 average_precision_score =  0.79326 time= 0.03680
Epoch: 0134 train_loss =  0.54738 val_roc_score =  0.79392 average_precision_score =  0.79303 time= 0.03664
Epoch: 0135 train_loss =  0.54637 val_roc_score =  0.80154 average_precision_score =  0.80500 time= 0.03698
Epoch: 0136 train_loss =  0.54420 val_roc_score =  0.81587 average_precision_score =  0.82477 time= 0.03798
Epoch: 0137 train_loss =  0.54225 val_roc_score =  0.78104 average_precision_score =  0.78408 time= 0.03693
Epoch: 0138 train_loss =  0.54236 val_roc_score =  0.78091 average_precision_score =  0.79219 time= 0.03689
Epoch: 0139 train_loss =  0.54037 val_roc_score =  0.83882 average_precision_score =  0.83094 time= 0.03803
Epoch: 0140 train_loss =  0.54241 val_roc_score =  0.78104 average_precision_score =  0.76819 time= 0.03752
Epoch: 0141 train_loss =  0.53903 val_roc_score =  0.81324 average_precision_score =  0.80853 time= 0.03713
Epoch: 0142 train_loss =  0.53512 val_roc_score =  0.83025 average_precision_score =  0.83561 time= 0.03707
Epoch: 0143 train_loss =  0.53433 val_roc_score =  0.79111 average_precision_score =  0.79684 time= 0.03691
Epoch: 0144 train_loss =  0.53513 val_roc_score =  0.82540 average_precision_score =  0.83119 time= 0.03748
Epoch: 0145 train_loss =  0.53640 val_roc_score =  0.82259 average_precision_score =  0.82173 time= 0.03811
Epoch: 0146 train_loss =  0.53371 val_roc_score =  0.82893 average_precision_score =  0.84498 time= 0.03745
Epoch: 0147 train_loss =  0.53458 val_roc_score =  0.84671 average_precision_score =  0.84444 time= 0.03832
Epoch: 0148 train_loss =  0.53086 val_roc_score =  0.80127 average_precision_score =  0.80073 time= 0.03746
Epoch: 0149 train_loss =  0.52919 val_roc_score =  0.79420 average_precision_score =  0.80128 time= 0.03717
Epoch: 0150 train_loss =  0.52540 val_roc_score =  0.83075 average_precision_score =  0.82094 time= 0.03845
Epoch: 0151 train_loss =  0.52552 val_roc_score =  0.82803 average_precision_score =  0.82945 time= 0.03886
Epoch: 0152 train_loss =  0.53140 val_roc_score =  0.82367 average_precision_score =  0.83871 time= 0.03911
Epoch: 0153 train_loss =  0.52633 val_roc_score =  0.82785 average_precision_score =  0.83244 time= 0.03819
Epoch: 0154 train_loss =  0.52942 val_roc_score =  0.81828 average_precision_score =  0.80884 time= 0.03846
Epoch: 0155 train_loss =  0.52673 val_roc_score =  0.81551 average_precision_score =  0.81765 time= 0.03891
Epoch: 0156 train_loss =  0.52621 val_roc_score =  0.84880 average_precision_score =  0.84699 time= 0.03950
Epoch: 0157 train_loss =  0.52313 val_roc_score =  0.83039 average_precision_score =  0.83138 time= 0.03942
Epoch: 0158 train_loss =  0.52294 val_roc_score =  0.82104 average_precision_score =  0.82640 time= 0.03914
Epoch: 0159 train_loss =  0.52314 val_roc_score =  0.84454 average_precision_score =  0.85041 time= 0.03926
Epoch: 0160 train_loss =  0.52074 val_roc_score =  0.82594 average_precision_score =  0.81980 time= 0.03929
Epoch: 0161 train_loss =  0.52331 val_roc_score =  0.84735 average_precision_score =  0.84253 time= 0.03891
Epoch: 0162 train_loss =  0.51952 val_roc_score =  0.83125 average_precision_score =  0.83285 time= 0.03898
Epoch: 0163 train_loss =  0.51962 val_roc_score =  0.85569 average_precision_score =  0.86265 time= 0.03963
Epoch: 0164 train_loss =  0.52150 val_roc_score =  0.83537 average_precision_score =  0.85461 time= 0.03849
Epoch: 0165 train_loss =  0.52067 val_roc_score =  0.82317 average_precision_score =  0.82226 time= 0.03859
Epoch: 0166 train_loss =  0.51997 val_roc_score =  0.84871 average_precision_score =  0.85223 time= 0.03873
Epoch: 0167 train_loss =  0.51749 val_roc_score =  0.83429 average_precision_score =  0.82279 time= 0.03928
Epoch: 0168 train_loss =  0.51760 val_roc_score =  0.82576 average_precision_score =  0.83191 time= 0.03903
Epoch: 0169 train_loss =  0.51710 val_roc_score =  0.82449 average_precision_score =  0.82916 time= 0.03829
Epoch: 0170 train_loss =  0.51762 val_roc_score =  0.83238 average_precision_score =  0.82710 time= 0.03836
Epoch: 0171 train_loss =  0.51788 val_roc_score =  0.82522 average_precision_score =  0.81835 time= 0.03852
Epoch: 0172 train_loss =  0.51587 val_roc_score =  0.83333 average_precision_score =  0.84573 time= 0.03903
Epoch: 0173 train_loss =  0.51644 val_roc_score =  0.84925 average_precision_score =  0.84308 time= 0.03924
Epoch: 0174 train_loss =  0.51860 val_roc_score =  0.84045 average_precision_score =  0.83189 time= 0.03896
Epoch: 0175 train_loss =  0.51620 val_roc_score =  0.84807 average_precision_score =  0.84058 time= 0.03937
Epoch: 0176 train_loss =  0.51399 val_roc_score =  0.84154 average_precision_score =  0.83986 time= 0.03978
Epoch: 0177 train_loss =  0.51745 val_roc_score =  0.83429 average_precision_score =  0.83153 time= 0.03984
Epoch: 0178 train_loss =  0.51490 val_roc_score =  0.84000 average_precision_score =  0.83574 time= 0.03996
Epoch: 0179 train_loss =  0.51607 val_roc_score =  0.85497 average_precision_score =  0.85739 time= 0.04019
Epoch: 0180 train_loss =  0.51802 val_roc_score =  0.85705 average_precision_score =  0.85700 time= 0.04012
Epoch: 0181 train_loss =  0.51611 val_roc_score =  0.83986 average_precision_score =  0.84997 time= 0.03922
Epoch: 0182 train_loss =  0.51487 val_roc_score =  0.85483 average_precision_score =  0.84747 time= 0.03928
Epoch: 0183 train_loss =  0.51571 val_roc_score =  0.85805 average_precision_score =  0.86064 time= 0.03967
Epoch: 0184 train_loss =  0.51209 val_roc_score =  0.84717 average_precision_score =  0.84396 time= 0.03855
Epoch: 0185 train_loss =  0.51420 val_roc_score =  0.85234 average_precision_score =  0.85562 time= 0.03828
Epoch: 0186 train_loss =  0.51480 val_roc_score =  0.85469 average_precision_score =  0.86152 time= 0.03770
Epoch: 0187 train_loss =  0.51527 val_roc_score =  0.84562 average_precision_score =  0.84094 time= 0.03873
Epoch: 0188 train_loss =  0.51566 val_roc_score =  0.85025 average_precision_score =  0.84643 time= 0.03846
Epoch: 0189 train_loss =  0.51534 val_roc_score =  0.84562 average_precision_score =  0.84537 time= 0.03727
Epoch: 0190 train_loss =  0.51267 val_roc_score =  0.83991 average_precision_score =  0.84607 time= 0.03734
Epoch: 0191 train_loss =  0.51518 val_roc_score =  0.81601 average_precision_score =  0.81902 time= 0.03743
Epoch: 0192 train_loss =  0.51450 val_roc_score =  0.85596 average_precision_score =  0.85799 time= 0.03648
Epoch: 0193 train_loss =  0.51332 val_roc_score =  0.85551 average_precision_score =  0.85511 time= 0.03728
Epoch: 0194 train_loss =  0.51262 val_roc_score =  0.83673 average_precision_score =  0.84373 time= 0.03772
Epoch: 0195 train_loss =  0.51526 val_roc_score =  0.85619 average_precision_score =  0.85571 time= 0.03751
Epoch: 0196 train_loss =  0.51498 val_roc_score =  0.86213 average_precision_score =  0.84515 time= 0.03760
Epoch: 0197 train_loss =  0.51221 val_roc_score =  0.84481 average_precision_score =  0.84056 time= 0.03667
Epoch: 0198 train_loss =  0.51275 val_roc_score =  0.86413 average_precision_score =  0.85680 time= 0.03695
Epoch: 0199 train_loss =  0.51407 val_roc_score =  0.86023 average_precision_score =  0.86003 time= 0.03771
Epoch: 0200 train_loss =  0.51229 val_roc_score =  0.84172 average_precision_score =  0.85487 time= 0.03731
Optimization Finished!
test roc score: 0.8686621315192743
test ap score: 0.8509054175191919
