nohup: ignoring input
Loading /home/shiyan/project/gnn4lp/data/cora/cora.cites node cites dataset...
Loading /home/shiyan/project/gnn4lp/data/cora/cora.content node features dataset...
create model ...
start training...
Epoch: 0001 train_loss =  3.23308 val_roc_score =  0.71692 average_precision_score =  0.68116 time= 0.05185
Epoch: 0044 train_loss =  0.82725 val_roc_score =  0.64626 average_precision_score =  0.71163 time= 0.04295
Epoch: 0045 train_loss =  0.80978 val_roc_score =  0.62993 average_precision_score =  0.69369 time= 0.04285
Epoch: 0046 train_loss =  0.80335 val_roc_score =  0.65787 average_precision_score =  0.69302 time= 0.04167
Epoch: 0047 train_loss =  0.78146 val_roc_score =  0.69234 average_precision_score =  0.72436 time= 0.04161
Epoch: 0048 train_loss =  0.77191 val_roc_score =  0.68063 average_precision_score =  0.72834 time= 0.04137
Epoch: 0049 train_loss =  0.76206 val_roc_score =  0.65342 average_precision_score =  0.71042 time= 0.04070
Epoch: 0050 train_loss =  0.75813 val_roc_score =  0.63220 average_precision_score =  0.69478 time= 0.03984
Epoch: 0051 train_loss =  0.74521 val_roc_score =  0.65497 average_precision_score =  0.68404 time= 0.03931
Epoch: 0052 train_loss =  0.75392 val_roc_score =  0.68562 average_precision_score =  0.73645 time= 0.03956
Epoch: 0053 train_loss =  0.74849 val_roc_score =  0.66857 average_precision_score =  0.70992 time= 0.04036
Epoch: 0054 train_loss =  0.74218 val_roc_score =  0.70313 average_precision_score =  0.72352 time= 0.04060
Epoch: 0055 train_loss =  0.74797 val_roc_score =  0.63909 average_precision_score =  0.66109 time= 0.04065
Epoch: 0056 train_loss =  0.73933 val_roc_score =  0.64753 average_precision_score =  0.69279 time= 0.04118
Epoch: 0057 train_loss =  0.73913 val_roc_score =  0.62086 average_precision_score =  0.70983 time= 0.04050
Epoch: 0058 train_loss =  0.73383 val_roc_score =  0.70204 average_precision_score =  0.75044 time= 0.04008
Epoch: 0059 train_loss =  0.74358 val_roc_score =  0.64834 average_precision_score =  0.69145 time= 0.04041
Epoch: 0060 train_loss =  0.72880 val_roc_score =  0.69551 average_precision_score =  0.73521 time= 0.04066
Epoch: 0061 train_loss =  0.73644 val_roc_score =  0.68635 average_precision_score =  0.71754 time= 0.04209
Epoch: 0062 train_loss =  0.74759 val_roc_score =  0.61714 average_precision_score =  0.64290 time= 0.04160
Epoch: 0063 train_loss =  0.73496 val_roc_score =  0.68163 average_precision_score =  0.72015 time= 0.04096
Epoch: 0064 train_loss =  0.73812 val_roc_score =  0.65542 average_precision_score =  0.69591 time= 0.04038
Epoch: 0065 train_loss =  0.72789 val_roc_score =  0.72245 average_precision_score =  0.74994 time= 0.04042
Epoch: 0066 train_loss =  0.72413 val_roc_score =  0.67927 average_precision_score =  0.70431 time= 0.04068
Epoch: 0067 train_loss =  0.73940 val_roc_score =  0.68290 average_precision_score =  0.71874 time= 0.03984
Epoch: 0068 train_loss =  0.72992 val_roc_score =  0.61741 average_precision_score =  0.67660 time= 0.04011
Epoch: 0069 train_loss =  0.73614 val_roc_score =  0.63029 average_precision_score =  0.68384 time= 0.04079
Epoch: 0070 train_loss =  0.72702 val_roc_score =  0.66050 average_precision_score =  0.69521 time= 0.04009
Epoch: 0071 train_loss =  0.73807 val_roc_score =  0.64571 average_precision_score =  0.67517 time= 0.04122
Epoch: 0072 train_loss =  0.72813 val_roc_score =  0.65814 average_precision_score =  0.69097 time= 0.04098
Epoch: 0073 train_loss =  0.73123 val_roc_score =  0.64726 average_precision_score =  0.70334 time= 0.04054
Epoch: 0074 train_loss =  0.72752 val_roc_score =  0.64109 average_precision_score =  0.69708 time= 0.04036
Epoch: 0075 train_loss =  0.73008 val_roc_score =  0.62576 average_precision_score =  0.65521 time= 0.03946
Epoch: 0076 train_loss =  0.72688 val_roc_score =  0.67955 average_precision_score =  0.71900 time= 0.03992
Epoch: 0077 train_loss =  0.72473 val_roc_score =  0.67891 average_precision_score =  0.71721 time= 0.03986
Epoch: 0078 train_loss =  0.72484 val_roc_score =  0.69787 average_precision_score =  0.72446 time= 0.04060
Epoch: 0079 train_loss =  0.72784 val_roc_score =  0.64717 average_precision_score =  0.69535 time= 0.04055
Epoch: 0080 train_loss =  0.72496 val_roc_score =  0.67891 average_precision_score =  0.67080 time= 0.03984
Epoch: 0081 train_loss =  0.71320 val_roc_score =  0.68435 average_precision_score =  0.70968 time= 0.04023
Epoch: 0082 train_loss =  0.72147 val_roc_score =  0.64245 average_precision_score =  0.67102 time= 0.03994
Epoch: 0083 train_loss =  0.71929 val_roc_score =  0.64190 average_precision_score =  0.67597 time= 0.04027
Epoch: 0084 train_loss =  0.71789 val_roc_score =  0.65424 average_precision_score =  0.69891 time= 0.03993
Epoch: 0085 train_loss =  0.73830 val_roc_score =  0.63714 average_precision_score =  0.71500 time= 0.04014
Epoch: 0086 train_loss =  0.71897 val_roc_score =  0.67855 average_precision_score =  0.70024 time= 0.04237
Epoch: 0087 train_loss =  0.72157 val_roc_score =  0.62213 average_precision_score =  0.66654 time= 0.04313
Epoch: 0088 train_loss =  0.73427 val_roc_score =  0.68472 average_precision_score =  0.70180 time= 0.04306
Epoch: 0089 train_loss =  0.70930 val_roc_score =  0.63664 average_precision_score =  0.64791 time= 0.04194
Epoch: 0090 train_loss =  0.71755 val_roc_score =  0.66649 average_precision_score =  0.69275 time= 0.04109
Epoch: 0091 train_loss =  0.73273 val_roc_score =  0.63365 average_precision_score =  0.66286 time= 0.04106
Epoch: 0092 train_loss =  0.71528 val_roc_score =  0.61252 average_precision_score =  0.64037 time= 0.04048
Epoch: 0093 train_loss =  0.71428 val_roc_score =  0.63438 average_precision_score =  0.63447 time= 0.04108
Epoch: 0094 train_loss =  0.72816 val_roc_score =  0.64635 average_precision_score =  0.65373 time= 0.04072
Epoch: 0095 train_loss =  0.70811 val_roc_score =  0.65107 average_precision_score =  0.66870 time= 0.04215
Epoch: 0096 train_loss =  0.72138 val_roc_score =  0.68227 average_precision_score =  0.72607 time= 0.04246
Epoch: 0097 train_loss =  0.72680 val_roc_score =  0.61959 average_precision_score =  0.65894 time= 0.04207
Epoch: 0098 train_loss =  0.70354 val_roc_score =  0.66422 average_precision_score =  0.67691 time= 0.04098
Epoch: 0099 train_loss =  0.71223 val_roc_score =  0.58358 average_precision_score =  0.61413 time= 0.04117
Epoch: 0100 train_loss =  0.71598 val_roc_score =  0.67247 average_precision_score =  0.70483 time= 0.04137
Epoch: 0101 train_loss =  0.72532 val_roc_score =  0.67492 average_precision_score =  0.72300 time= 0.04133
Epoch: 0102 train_loss =  0.70507 val_roc_score =  0.60281 average_precision_score =  0.62672 time= 0.04161
Epoch: 0103 train_loss =  0.70609 val_roc_score =  0.66322 average_precision_score =  0.66121 time= 0.04115
Epoch: 0104 train_loss =  0.70366 val_roc_score =  0.64726 average_precision_score =  0.66836 time= 0.04019
Epoch: 0105 train_loss =  0.71323 val_roc_score =  0.65197 average_precision_score =  0.66872 time= 0.04073
Epoch: 0106 train_loss =  0.70902 val_roc_score =  0.60753 average_precision_score =  0.66782 time= 0.04087
Epoch: 0107 train_loss =  0.70435 val_roc_score =  0.68200 average_precision_score =  0.68268 time= 0.04127
Epoch: 0108 train_loss =  0.69962 val_roc_score =  0.67610 average_precision_score =  0.71778 time= 0.04169
Epoch: 0109 train_loss =  0.69709 val_roc_score =  0.62993 average_precision_score =  0.64101 time= 0.04062
Epoch: 0110 train_loss =  0.69379 val_roc_score =  0.62395 average_precision_score =  0.66872 time= 0.04086
Epoch: 0111 train_loss =  0.69752 val_roc_score =  0.66159 average_precision_score =  0.69243 time= 0.04040
Epoch: 0112 train_loss =  0.68544 val_roc_score =  0.63710 average_precision_score =  0.64356 time= 0.04145
Epoch: 0113 train_loss =  0.67800 val_roc_score =  0.68608 average_precision_score =  0.70767 time= 0.04203
Epoch: 0114 train_loss =  0.69061 val_roc_score =  0.63937 average_precision_score =  0.60253 time= 0.04201
Epoch: 0115 train_loss =  0.68088 val_roc_score =  0.61052 average_precision_score =  0.60384 time= 0.04173
Epoch: 0116 train_loss =  0.66380 val_roc_score =  0.64336 average_precision_score =  0.65238 time= 0.04070
Epoch: 0117 train_loss =  0.66748 val_roc_score =  0.64381 average_precision_score =  0.64715 time= 0.04117
Epoch: 0118 train_loss =  0.66238 val_roc_score =  0.65728 average_precision_score =  0.70911 time= 0.04141
Epoch: 0119 train_loss =  0.64893 val_roc_score =  0.69578 average_precision_score =  0.73200 time= 0.04168
Epoch: 0120 train_loss =  0.65055 val_roc_score =  0.66512 average_precision_score =  0.69618 time= 0.04213
Epoch: 0121 train_loss =  0.64721 val_roc_score =  0.67347 average_precision_score =  0.69723 time= 0.04258
Epoch: 0122 train_loss =  0.65299 val_roc_score =  0.69288 average_precision_score =  0.71594 time= 0.04326
Epoch: 0123 train_loss =  0.66308 val_roc_score =  0.71483 average_precision_score =  0.74439 time= 0.04302
Epoch: 0124 train_loss =  0.64104 val_roc_score =  0.69442 average_precision_score =  0.71196 time= 0.04323
Epoch: 0125 train_loss =  0.64976 val_roc_score =  0.69578 average_precision_score =  0.71773 time= 0.04309
Epoch: 0126 train_loss =  0.64683 val_roc_score =  0.71764 average_precision_score =  0.73326 time= 0.04286
Epoch: 0127 train_loss =  0.64993 val_roc_score =  0.72580 average_precision_score =  0.74125 time= 0.04327
Epoch: 0128 train_loss =  0.63262 val_roc_score =  0.72490 average_precision_score =  0.73754 time= 0.04259
Epoch: 0129 train_loss =  0.64534 val_roc_score =  0.71474 average_precision_score =  0.73960 time= 0.04221
Epoch: 0130 train_loss =  0.64160 val_roc_score =  0.69098 average_precision_score =  0.71716 time= 0.04272
Epoch: 0131 train_loss =  0.63268 val_roc_score =  0.76036 average_precision_score =  0.76895 time= 0.04320
Epoch: 0132 train_loss =  0.62586 val_roc_score =  0.72018 average_precision_score =  0.73235 time= 0.04276
Epoch: 0133 train_loss =  0.64449 val_roc_score =  0.71029 average_precision_score =  0.73509 time= 0.04305
Epoch: 0134 train_loss =  0.62966 val_roc_score =  0.74086 average_precision_score =  0.75479 time= 0.04312
Epoch: 0135 train_loss =  0.63798 val_roc_score =  0.70113 average_precision_score =  0.71114 time= 0.04338
Epoch: 0136 train_loss =  0.63357 val_roc_score =  0.72154 average_precision_score =  0.73277 time= 0.04312
Epoch: 0137 train_loss =  0.62439 val_roc_score =  0.75061 average_precision_score =  0.75154 time= 0.04289
Epoch: 0138 train_loss =  0.62236 val_roc_score =  0.76345 average_precision_score =  0.78365 time= 0.04371
Epoch: 0139 train_loss =  0.62118 val_roc_score =  0.70322 average_precision_score =  0.70858 time= 0.04340
Epoch: 0140 train_loss =  0.61051 val_roc_score =  0.75991 average_precision_score =  0.75644 time= 0.04331
Epoch: 0141 train_loss =  0.62204 val_roc_score =  0.70413 average_precision_score =  0.70431 time= 0.04276
Epoch: 0142 train_loss =  0.61369 val_roc_score =  0.68798 average_precision_score =  0.71095 time= 0.04195
Epoch: 0143 train_loss =  0.61621 val_roc_score =  0.71918 average_precision_score =  0.72431 time= 0.04178
Epoch: 0144 train_loss =  0.61408 val_roc_score =  0.71810 average_precision_score =  0.72456 time= 0.04139
Epoch: 0145 train_loss =  0.60676 val_roc_score =  0.72844 average_precision_score =  0.75837 time= 0.04205
Epoch: 0146 train_loss =  0.60696 val_roc_score =  0.73769 average_precision_score =  0.74187 time= 0.04282
Epoch: 0147 train_loss =  0.60588 val_roc_score =  0.70059 average_precision_score =  0.71360 time= 0.04195
Epoch: 0148 train_loss =  0.61636 val_roc_score =  0.69669 average_precision_score =  0.70957 time= 0.04146
Epoch: 0149 train_loss =  0.60698 val_roc_score =  0.75401 average_precision_score =  0.75629 time= 0.04471
Epoch: 0150 train_loss =  0.61092 val_roc_score =  0.69460 average_precision_score =  0.71103 time= 0.04783
Epoch: 0151 train_loss =  0.61291 val_roc_score =  0.72571 average_precision_score =  0.76369 time= 0.04684
Epoch: 0152 train_loss =  0.60655 val_roc_score =  0.71601 average_precision_score =  0.73388 time= 0.04740
Epoch: 0153 train_loss =  0.60779 val_roc_score =  0.69878 average_precision_score =  0.69624 time= 0.04796
Epoch: 0154 train_loss =  0.59139 val_roc_score =  0.72172 average_precision_score =  0.74281 time= 0.04800
Epoch: 0155 train_loss =  0.59759 val_roc_score =  0.76698 average_precision_score =  0.77104 time= 0.04839
Epoch: 0156 train_loss =  0.60701 val_roc_score =  0.77288 average_precision_score =  0.78894 time= 0.04298
Epoch: 0157 train_loss =  0.60341 val_roc_score =  0.74023 average_precision_score =  0.75768 time= 0.04142
Epoch: 0158 train_loss =  0.60435 val_roc_score =  0.74204 average_precision_score =  0.77054 time= 0.04140
Epoch: 0159 train_loss =  0.59686 val_roc_score =  0.76454 average_precision_score =  0.76798 time= 0.04123
Epoch: 0160 train_loss =  0.59922 val_roc_score =  0.74671 average_precision_score =  0.74716 time= 0.04058
Epoch: 0161 train_loss =  0.58339 val_roc_score =  0.73932 average_precision_score =  0.77746 time= 0.04060
Epoch: 0162 train_loss =  0.60120 val_roc_score =  0.75483 average_precision_score =  0.77064 time= 0.04144
Epoch: 0163 train_loss =  0.59867 val_roc_score =  0.75574 average_precision_score =  0.76495 time= 0.04194
Epoch: 0164 train_loss =  0.59545 val_roc_score =  0.78222 average_precision_score =  0.78910 time= 0.04206
Epoch: 0165 train_loss =  0.58186 val_roc_score =  0.78195 average_precision_score =  0.79094 time= 0.04153
Epoch: 0166 train_loss =  0.57876 val_roc_score =  0.78122 average_precision_score =  0.79103 time= 0.04169
Epoch: 0167 train_loss =  0.57594 val_roc_score =  0.79057 average_precision_score =  0.79230 time= 0.04249
Epoch: 0168 train_loss =  0.57706 val_roc_score =  0.82431 average_precision_score =  0.83417 time= 0.04258
Epoch: 0169 train_loss =  0.58384 val_roc_score =  0.78177 average_precision_score =  0.77848 time= 0.04199
Epoch: 0170 train_loss =  0.57971 val_roc_score =  0.80118 average_precision_score =  0.80288 time= 0.04259
Epoch: 0171 train_loss =  0.57704 val_roc_score =  0.79283 average_precision_score =  0.77657 time= 0.04213
Epoch: 0172 train_loss =  0.58013 val_roc_score =  0.80272 average_precision_score =  0.79824 time= 0.04461
Epoch: 0173 train_loss =  0.56642 val_roc_score =  0.81633 average_precision_score =  0.81507 time= 0.04237
Epoch: 0174 train_loss =  0.56420 val_roc_score =  0.82512 average_precision_score =  0.81812 time= 0.04233
Epoch: 0175 train_loss =  0.56825 val_roc_score =  0.81179 average_precision_score =  0.82558 time= 0.04785
Epoch: 0176 train_loss =  0.57725 val_roc_score =  0.81950 average_precision_score =  0.82884 time= 0.04757
Epoch: 0177 train_loss =  0.56610 val_roc_score =  0.81805 average_precision_score =  0.83300 time= 0.04736
Epoch: 0178 train_loss =  0.57962 val_roc_score =  0.81206 average_precision_score =  0.80836 time= 0.04738
Epoch: 0179 train_loss =  0.56867 val_roc_score =  0.79873 average_precision_score =  0.81744 time= 0.04865
Epoch: 0180 train_loss =  0.56222 val_roc_score =  0.79565 average_precision_score =  0.79476 time= 0.04885
Epoch: 0181 train_loss =  0.55764 val_roc_score =  0.81687 average_precision_score =  0.80505 time= 0.04993
Epoch: 0182 train_loss =  0.55791 val_roc_score =  0.83029 average_precision_score =  0.82989 time= 0.04972
Epoch: 0183 train_loss =  0.56113 val_roc_score =  0.81896 average_precision_score =  0.80917 time= 0.04371
Epoch: 0184 train_loss =  0.56142 val_roc_score =  0.81578 average_precision_score =  0.80925 time= 0.04212
Epoch: 0185 train_loss =  0.56292 val_roc_score =  0.80027 average_precision_score =  0.79797 time= 0.04252
Epoch: 0186 train_loss =  0.56066 val_roc_score =  0.81161 average_precision_score =  0.81653 time= 0.04332
Epoch: 0187 train_loss =  0.55644 val_roc_score =  0.81615 average_precision_score =  0.83233 time= 0.04263
Epoch: 0188 train_loss =  0.55511 val_roc_score =  0.80952 average_precision_score =  0.83286 time= 0.04213
Epoch: 0189 train_loss =  0.56161 val_roc_score =  0.79982 average_precision_score =  0.80462 time= 0.04179
Epoch: 0190 train_loss =  0.55875 val_roc_score =  0.81497 average_precision_score =  0.83464 time= 0.04205
Epoch: 0191 train_loss =  0.56730 val_roc_score =  0.82676 average_precision_score =  0.84104 time= 0.04216
Epoch: 0192 train_loss =  0.56487 val_roc_score =  0.82023 average_precision_score =  0.83967 time= 0.04164
Epoch: 0193 train_loss =  0.56792 val_roc_score =  0.82086 average_precision_score =  0.83069 time= 0.04258
Epoch: 0194 train_loss =  0.55729 val_roc_score =  0.83492 average_precision_score =  0.83209 time= 0.04232
Epoch: 0195 train_loss =  0.55382 val_roc_score =  0.80853 average_precision_score =  0.81140 time= 0.04164
Epoch: 0196 train_loss =  0.55982 val_roc_score =  0.80553 average_precision_score =  0.79521 time= 0.04158
Epoch: 0197 train_loss =  0.56767 val_roc_score =  0.81882 average_precision_score =  0.82089 time= 0.04139
Epoch: 0198 train_loss =  0.55983 val_roc_score =  0.83687 average_precision_score =  0.86048 time= 0.04133
Epoch: 0199 train_loss =  0.57038 val_roc_score =  0.80653 average_precision_score =  0.81834 time= 0.04006
Epoch: 0200 train_loss =  0.55275 val_roc_score =  0.84499 average_precision_score =  0.86092 time= 0.04125
Optimization Finished!
test roc score: 0.831201814058957
test ap score: 0.8392167334040149
