nohup: ignoring input
Loading /home/shiyan/project/gnn4lp/data/cora/cora.cites node cites dataset...
Loading /home/shiyan/project/gnn4lp/data/cora/cora.content node features dataset...
create model ...
start training...
Epoch: 0001 train_loss =  3.24042 val_roc_score =  0.65506 average_precision_score =  0.68225 time= 0.06173
Epoch: 0037 train_loss =  1.02647 val_roc_score =  0.63034 average_precision_score =  0.64012 time= 0.05037
Epoch: 0038 train_loss =  0.98881 val_roc_score =  0.67955 average_precision_score =  0.69984 time= 0.05109
Epoch: 0039 train_loss =  0.97122 val_roc_score =  0.67265 average_precision_score =  0.69195 time= 0.05045
Epoch: 0040 train_loss =  0.93506 val_roc_score =  0.69234 average_precision_score =  0.70398 time= 0.05009
Epoch: 0041 train_loss =  0.91426 val_roc_score =  0.65043 average_precision_score =  0.65746 time= 0.05014
Epoch: 0042 train_loss =  0.90134 val_roc_score =  0.66812 average_precision_score =  0.71806 time= 0.05063
Epoch: 0043 train_loss =  0.86494 val_roc_score =  0.65370 average_precision_score =  0.62742 time= 0.04982
Epoch: 0044 train_loss =  0.84840 val_roc_score =  0.62340 average_precision_score =  0.65351 time= 0.05013
Epoch: 0045 train_loss =  0.81742 val_roc_score =  0.68236 average_precision_score =  0.70256 time= 0.05011
Epoch: 0046 train_loss =  0.80729 val_roc_score =  0.66676 average_precision_score =  0.69223 time= 0.05040
Epoch: 0047 train_loss =  0.79577 val_roc_score =  0.59338 average_precision_score =  0.58330 time= 0.05017
Epoch: 0048 train_loss =  0.77454 val_roc_score =  0.66721 average_precision_score =  0.68392 time= 0.05153
Epoch: 0049 train_loss =  0.76489 val_roc_score =  0.64082 average_precision_score =  0.66673 time= 0.05214
Epoch: 0050 train_loss =  0.74689 val_roc_score =  0.64472 average_precision_score =  0.65768 time= 0.05148
Epoch: 0051 train_loss =  0.74167 val_roc_score =  0.62141 average_precision_score =  0.59791 time= 0.05154
Epoch: 0052 train_loss =  0.74172 val_roc_score =  0.68789 average_precision_score =  0.69585 time= 0.05130
Epoch: 0053 train_loss =  0.74785 val_roc_score =  0.70676 average_precision_score =  0.73682 time= 0.05234
Epoch: 0054 train_loss =  0.73323 val_roc_score =  0.64771 average_precision_score =  0.64821 time= 0.05154
Epoch: 0055 train_loss =  0.74476 val_roc_score =  0.66458 average_precision_score =  0.67642 time= 0.05080
Epoch: 0056 train_loss =  0.73313 val_roc_score =  0.62413 average_precision_score =  0.60077 time= 0.05088
Epoch: 0057 train_loss =  0.72634 val_roc_score =  0.60698 average_precision_score =  0.59204 time= 0.05025
Epoch: 0058 train_loss =  0.72363 val_roc_score =  0.65333 average_precision_score =  0.62353 time= 0.04976
Epoch: 0059 train_loss =  0.73584 val_roc_score =  0.65288 average_precision_score =  0.62874 time= 0.04978
Epoch: 0060 train_loss =  0.71952 val_roc_score =  0.65288 average_precision_score =  0.64751 time= 0.04971
Epoch: 0061 train_loss =  0.72167 val_roc_score =  0.65642 average_precision_score =  0.65645 time= 0.04917
Epoch: 0062 train_loss =  0.72023 val_roc_score =  0.62830 average_precision_score =  0.63872 time= 0.04957
Epoch: 0063 train_loss =  0.73448 val_roc_score =  0.61279 average_precision_score =  0.61173 time= 0.04865
Epoch: 0064 train_loss =  0.72531 val_roc_score =  0.66036 average_precision_score =  0.68264 time= 0.04892
Epoch: 0065 train_loss =  0.71667 val_roc_score =  0.62313 average_precision_score =  0.62320 time= 0.04901
Epoch: 0066 train_loss =  0.71666 val_roc_score =  0.62050 average_precision_score =  0.65806 time= 0.04979
Epoch: 0067 train_loss =  0.71152 val_roc_score =  0.62594 average_precision_score =  0.64615 time= 0.04920
Epoch: 0068 train_loss =  0.71509 val_roc_score =  0.68463 average_precision_score =  0.70838 time= 0.04929
Epoch: 0069 train_loss =  0.71480 val_roc_score =  0.58177 average_precision_score =  0.56362 time= 0.04961
Epoch: 0070 train_loss =  0.71532 val_roc_score =  0.58739 average_precision_score =  0.62903 time= 0.04901
Epoch: 0071 train_loss =  0.72382 val_roc_score =  0.63265 average_precision_score =  0.63860 time= 0.04927
Epoch: 0072 train_loss =  0.71371 val_roc_score =  0.65524 average_precision_score =  0.67762 time= 0.05000
Epoch: 0073 train_loss =  0.71562 val_roc_score =  0.58744 average_precision_score =  0.56512 time= 0.04980
Epoch: 0074 train_loss =  0.71887 val_roc_score =  0.66367 average_precision_score =  0.65437 time= 0.04975
Epoch: 0075 train_loss =  0.70236 val_roc_score =  0.56698 average_precision_score =  0.56925 time= 0.05083
Epoch: 0076 train_loss =  0.71836 val_roc_score =  0.64544 average_precision_score =  0.61346 time= 0.04994
Epoch: 0077 train_loss =  0.71935 val_roc_score =  0.62748 average_precision_score =  0.62452 time= 0.04924
Epoch: 0078 train_loss =  0.70428 val_roc_score =  0.62594 average_precision_score =  0.61158 time= 0.04954
Epoch: 0079 train_loss =  0.70104 val_roc_score =  0.61778 average_precision_score =  0.61358 time= 0.04977
Epoch: 0080 train_loss =  0.71066 val_roc_score =  0.67392 average_precision_score =  0.65471 time= 0.04926
Epoch: 0081 train_loss =  0.71426 val_roc_score =  0.66703 average_precision_score =  0.63263 time= 0.04896
Epoch: 0082 train_loss =  0.70060 val_roc_score =  0.64689 average_precision_score =  0.65231 time= 0.04986
Epoch: 0083 train_loss =  0.71139 val_roc_score =  0.67673 average_precision_score =  0.70508 time= 0.05057
Epoch: 0084 train_loss =  0.71323 val_roc_score =  0.63528 average_precision_score =  0.62249 time= 0.04992
Epoch: 0085 train_loss =  0.71049 val_roc_score =  0.60463 average_precision_score =  0.61358 time= 0.04933
Epoch: 0086 train_loss =  0.71362 val_roc_score =  0.60218 average_precision_score =  0.60753 time= 0.04938
Epoch: 0087 train_loss =  0.71098 val_roc_score =  0.68916 average_precision_score =  0.64693 time= 0.04918
Epoch: 0088 train_loss =  0.71688 val_roc_score =  0.65669 average_precision_score =  0.65634 time= 0.04993
Epoch: 0089 train_loss =  0.70744 val_roc_score =  0.67565 average_precision_score =  0.67798 time= 0.05044
Epoch: 0090 train_loss =  0.71278 val_roc_score =  0.59039 average_precision_score =  0.55765 time= 0.04937
Epoch: 0091 train_loss =  0.70950 val_roc_score =  0.63166 average_precision_score =  0.62491 time= 0.04939
Epoch: 0092 train_loss =  0.70086 val_roc_score =  0.65605 average_precision_score =  0.68399 time= 0.04934
Epoch: 0093 train_loss =  0.71405 val_roc_score =  0.64390 average_precision_score =  0.61798 time= 0.05107
Epoch: 0094 train_loss =  0.73099 val_roc_score =  0.60971 average_precision_score =  0.58417 time= 0.05055
Epoch: 0095 train_loss =  0.70618 val_roc_score =  0.59283 average_precision_score =  0.62049 time= 0.04992
Epoch: 0096 train_loss =  0.70315 val_roc_score =  0.68091 average_precision_score =  0.67972 time= 0.05035
Epoch: 0097 train_loss =  0.69959 val_roc_score =  0.62803 average_precision_score =  0.60718 time= 0.05059
Epoch: 0098 train_loss =  0.70524 val_roc_score =  0.58068 average_precision_score =  0.57008 time= 0.04933
Epoch: 0099 train_loss =  0.71045 val_roc_score =  0.62095 average_precision_score =  0.60327 time= 0.04906
Epoch: 0100 train_loss =  0.70940 val_roc_score =  0.60435 average_precision_score =  0.63499 time= 0.04906
Epoch: 0101 train_loss =  0.70775 val_roc_score =  0.70385 average_precision_score =  0.67755 time= 0.04875
Epoch: 0102 train_loss =  0.71766 val_roc_score =  0.58376 average_precision_score =  0.58757 time= 0.04865
Epoch: 0103 train_loss =  0.70734 val_roc_score =  0.61515 average_precision_score =  0.58345 time= 0.04854
Epoch: 0104 train_loss =  0.70814 val_roc_score =  0.64989 average_precision_score =  0.67319 time= 0.04900
Epoch: 0105 train_loss =  0.69992 val_roc_score =  0.62277 average_precision_score =  0.57972 time= 0.05011
Epoch: 0106 train_loss =  0.69274 val_roc_score =  0.64635 average_precision_score =  0.64113 time= 0.04936
Epoch: 0107 train_loss =  0.69121 val_roc_score =  0.67637 average_precision_score =  0.68917 time= 0.04943
Epoch: 0108 train_loss =  0.69695 val_roc_score =  0.61333 average_precision_score =  0.63423 time= 0.04886
Epoch: 0109 train_loss =  0.69560 val_roc_score =  0.65170 average_precision_score =  0.63416 time= 0.04882
Epoch: 0110 train_loss =  0.69336 val_roc_score =  0.72172 average_precision_score =  0.71571 time= 0.04943
Epoch: 0111 train_loss =  0.70667 val_roc_score =  0.63637 average_precision_score =  0.60096 time= 0.04962
Epoch: 0112 train_loss =  0.69273 val_roc_score =  0.61569 average_precision_score =  0.62037 time= 0.04944
Epoch: 0113 train_loss =  0.69583 val_roc_score =  0.63184 average_precision_score =  0.68137 time= 0.05034
Epoch: 0114 train_loss =  0.71084 val_roc_score =  0.61043 average_precision_score =  0.62942 time= 0.05173
Epoch: 0115 train_loss =  0.68409 val_roc_score =  0.58376 average_precision_score =  0.56806 time= 0.05668
Epoch: 0116 train_loss =  0.69038 val_roc_score =  0.65270 average_precision_score =  0.65137 time= 0.05901
Epoch: 0117 train_loss =  0.70091 val_roc_score =  0.67429 average_precision_score =  0.65666 time= 0.05887
Epoch: 0118 train_loss =  0.67651 val_roc_score =  0.66567 average_precision_score =  0.66836 time= 0.05895
Epoch: 0119 train_loss =  0.68755 val_roc_score =  0.67574 average_precision_score =  0.70298 time= 0.05884
Epoch: 0120 train_loss =  0.69003 val_roc_score =  0.66122 average_precision_score =  0.65344 time= 0.05896
Epoch: 0121 train_loss =  0.67161 val_roc_score =  0.59855 average_precision_score =  0.62615 time= 0.05859
Epoch: 0122 train_loss =  0.67696 val_roc_score =  0.71701 average_precision_score =  0.68223 time= 0.05874
Epoch: 0123 train_loss =  0.66500 val_roc_score =  0.70005 average_precision_score =  0.69191 time= 0.05885
Epoch: 0124 train_loss =  0.66565 val_roc_score =  0.67202 average_precision_score =  0.70409 time= 0.05888
Epoch: 0125 train_loss =  0.65295 val_roc_score =  0.71365 average_precision_score =  0.73418 time= 0.05948
Epoch: 0126 train_loss =  0.66539 val_roc_score =  0.71737 average_precision_score =  0.74037 time= 0.05933
Epoch: 0127 train_loss =  0.65875 val_roc_score =  0.71737 average_precision_score =  0.72281 time= 0.05935
Epoch: 0128 train_loss =  0.65809 val_roc_score =  0.78150 average_precision_score =  0.76748 time= 0.05998
Epoch: 0129 train_loss =  0.65857 val_roc_score =  0.71256 average_precision_score =  0.72919 time= 0.05896
Epoch: 0130 train_loss =  0.65248 val_roc_score =  0.70159 average_precision_score =  0.70735 time= 0.05901
Epoch: 0131 train_loss =  0.66244 val_roc_score =  0.68417 average_precision_score =  0.70114 time= 0.05905
Epoch: 0132 train_loss =  0.66086 val_roc_score =  0.72508 average_precision_score =  0.74587 time= 0.05910
Epoch: 0133 train_loss =  0.64818 val_roc_score =  0.74848 average_precision_score =  0.78424 time= 0.05929
Epoch: 0134 train_loss =  0.64932 val_roc_score =  0.72608 average_precision_score =  0.73138 time= 0.05950
Epoch: 0135 train_loss =  0.63944 val_roc_score =  0.70259 average_precision_score =  0.72359 time= 0.05854
Epoch: 0136 train_loss =  0.65015 val_roc_score =  0.73224 average_precision_score =  0.72533 time= 0.05889
Epoch: 0137 train_loss =  0.61616 val_roc_score =  0.72934 average_precision_score =  0.75005 time= 0.05819
Epoch: 0138 train_loss =  0.63962 val_roc_score =  0.74603 average_precision_score =  0.75932 time= 0.05778
Epoch: 0139 train_loss =  0.63552 val_roc_score =  0.71175 average_precision_score =  0.72420 time= 0.05737
Epoch: 0140 train_loss =  0.65394 val_roc_score =  0.78122 average_precision_score =  0.77465 time= 0.05756
Epoch: 0141 train_loss =  0.63842 val_roc_score =  0.75574 average_precision_score =  0.74802 time= 0.05207
Epoch: 0142 train_loss =  0.63009 val_roc_score =  0.73442 average_precision_score =  0.76072 time= 0.05077
Epoch: 0143 train_loss =  0.61890 val_roc_score =  0.76454 average_precision_score =  0.76430 time= 0.05112
Epoch: 0144 train_loss =  0.62533 val_roc_score =  0.75696 average_precision_score =  0.76776 time= 0.05051
Epoch: 0145 train_loss =  0.62508 val_roc_score =  0.71837 average_precision_score =  0.70040 time= 0.05045
Epoch: 0146 train_loss =  0.61217 val_roc_score =  0.73478 average_precision_score =  0.76341 time= 0.05207
Epoch: 0147 train_loss =  0.60584 val_roc_score =  0.73197 average_precision_score =  0.75987 time= 0.05105
Epoch: 0148 train_loss =  0.63389 val_roc_score =  0.76327 average_precision_score =  0.74056 time= 0.05030
Epoch: 0149 train_loss =  0.60853 val_roc_score =  0.76553 average_precision_score =  0.76666 time= 0.05084
Epoch: 0150 train_loss =  0.62126 val_roc_score =  0.74685 average_precision_score =  0.77586 time= 0.05122
Epoch: 0151 train_loss =  0.62641 val_roc_score =  0.73633 average_precision_score =  0.76519 time= 0.05074
Epoch: 0152 train_loss =  0.60913 val_roc_score =  0.75692 average_precision_score =  0.76862 time= 0.05030
Epoch: 0153 train_loss =  0.61893 val_roc_score =  0.77388 average_precision_score =  0.76354 time= 0.05070
Epoch: 0154 train_loss =  0.62326 val_roc_score =  0.76753 average_precision_score =  0.76151 time= 0.05036
Epoch: 0155 train_loss =  0.61490 val_roc_score =  0.74168 average_precision_score =  0.76776 time= 0.05067
Epoch: 0156 train_loss =  0.61157 val_roc_score =  0.77134 average_precision_score =  0.79934 time= 0.05113
Epoch: 0157 train_loss =  0.60843 val_roc_score =  0.77107 average_precision_score =  0.75910 time= 0.05090
Epoch: 0158 train_loss =  0.61154 val_roc_score =  0.74694 average_precision_score =  0.72809 time= 0.05183
Epoch: 0159 train_loss =  0.60523 val_roc_score =  0.77034 average_precision_score =  0.76858 time= 0.05070
Epoch: 0160 train_loss =  0.60736 val_roc_score =  0.77043 average_precision_score =  0.76222 time= 0.05119
Epoch: 0161 train_loss =  0.59800 val_roc_score =  0.74585 average_precision_score =  0.76220 time= 0.05068
Epoch: 0162 train_loss =  0.61059 val_roc_score =  0.76898 average_precision_score =  0.78757 time= 0.05160
Epoch: 0163 train_loss =  0.59564 val_roc_score =  0.77451 average_precision_score =  0.76399 time= 0.05083
Epoch: 0164 train_loss =  0.59868 val_roc_score =  0.71882 average_precision_score =  0.66926 time= 0.05127
Epoch: 0165 train_loss =  0.59786 val_roc_score =  0.73687 average_precision_score =  0.74728 time= 0.04959
Epoch: 0166 train_loss =  0.61141 val_roc_score =  0.74785 average_precision_score =  0.75102 time= 0.04933
Epoch: 0167 train_loss =  0.59217 val_roc_score =  0.74821 average_precision_score =  0.73121 time= 0.04941
Epoch: 0168 train_loss =  0.58953 val_roc_score =  0.73787 average_precision_score =  0.72086 time= 0.05100
Epoch: 0169 train_loss =  0.59586 val_roc_score =  0.73070 average_precision_score =  0.72594 time= 0.05016
Epoch: 0170 train_loss =  0.60231 val_roc_score =  0.74748 average_precision_score =  0.75331 time= 0.05075
Epoch: 0171 train_loss =  0.60746 val_roc_score =  0.69723 average_precision_score =  0.70096 time= 0.05060
Epoch: 0172 train_loss =  0.59951 val_roc_score =  0.74776 average_precision_score =  0.74611 time= 0.05057
Epoch: 0173 train_loss =  0.58787 val_roc_score =  0.71864 average_precision_score =  0.72993 time= 0.04977
Epoch: 0174 train_loss =  0.59531 val_roc_score =  0.73469 average_precision_score =  0.73025 time= 0.05087
Epoch: 0175 train_loss =  0.60124 val_roc_score =  0.72553 average_precision_score =  0.75605 time= 0.05029
Epoch: 0176 train_loss =  0.60163 val_roc_score =  0.72880 average_precision_score =  0.74192 time= 0.05011
Epoch: 0177 train_loss =  0.59023 val_roc_score =  0.77088 average_precision_score =  0.75361 time= 0.04952
Epoch: 0178 train_loss =  0.59780 val_roc_score =  0.74667 average_precision_score =  0.73708 time= 0.05157
Epoch: 0179 train_loss =  0.59759 val_roc_score =  0.75855 average_precision_score =  0.75101 time= 0.05034
Epoch: 0180 train_loss =  0.61088 val_roc_score =  0.76190 average_precision_score =  0.74010 time= 0.05088
Epoch: 0181 train_loss =  0.60010 val_roc_score =  0.73596 average_precision_score =  0.73478 time= 0.05094
Epoch: 0182 train_loss =  0.58492 val_roc_score =  0.73342 average_precision_score =  0.71845 time= 0.04985
Epoch: 0183 train_loss =  0.60457 val_roc_score =  0.77460 average_precision_score =  0.77538 time= 0.04930
Epoch: 0184 train_loss =  0.61323 val_roc_score =  0.73211 average_precision_score =  0.73338 time= 0.05005
Epoch: 0185 train_loss =  0.60032 val_roc_score =  0.73687 average_precision_score =  0.76516 time= 0.04902
Epoch: 0186 train_loss =  0.59140 val_roc_score =  0.76227 average_precision_score =  0.76875 time= 0.04930
Epoch: 0187 train_loss =  0.58607 val_roc_score =  0.76889 average_precision_score =  0.78541 time= 0.04906
Epoch: 0188 train_loss =  0.58867 val_roc_score =  0.74766 average_precision_score =  0.72185 time= 0.04910
Epoch: 0189 train_loss =  0.59225 val_roc_score =  0.77270 average_precision_score =  0.78424 time= 0.04894
Epoch: 0190 train_loss =  0.59055 val_roc_score =  0.75302 average_precision_score =  0.73961 time= 0.05027
Epoch: 0191 train_loss =  0.58586 val_roc_score =  0.78213 average_precision_score =  0.80066 time= 0.05090
Epoch: 0192 train_loss =  0.59740 val_roc_score =  0.75184 average_precision_score =  0.74872 time= 0.05043
Epoch: 0193 train_loss =  0.59323 val_roc_score =  0.73433 average_precision_score =  0.75327 time= 0.04986
Epoch: 0194 train_loss =  0.60060 val_roc_score =  0.73324 average_precision_score =  0.73521 time= 0.05079
Epoch: 0195 train_loss =  0.58518 val_roc_score =  0.74286 average_precision_score =  0.72700 time= 0.05047
Epoch: 0196 train_loss =  0.58693 val_roc_score =  0.76281 average_precision_score =  0.75520 time= 0.05044
Epoch: 0197 train_loss =  0.60676 val_roc_score =  0.75147 average_precision_score =  0.75237 time= 0.05014
Epoch: 0198 train_loss =  0.60164 val_roc_score =  0.74340 average_precision_score =  0.74840 time= 0.05014
Epoch: 0199 train_loss =  0.59740 val_roc_score =  0.74141 average_precision_score =  0.72111 time= 0.05046
Epoch: 0200 train_loss =  0.58163 val_roc_score =  0.73161 average_precision_score =  0.74481 time= 0.05113
Optimization Finished!
test roc score: 0.8240362811791384
test ap score: 0.8156267164693515
