nohup: ignoring input
Loading /home/shiyan/project/gnn4lp/data/cora/cora.cites node cites dataset...
Loading /home/shiyan/project/gnn4lp/data/cora/cora.content node features dataset...
create model ...
start training...
Epoch: 0001 train_loss =  1.88029 val_roc_score =  0.67619 average_precision_score =  0.68427 time= 0.04617
Epoch: 0146 train_loss =  0.59030 val_roc_score =  0.76825 average_precision_score =  0.76235 time= 0.03486
Epoch: 0147 train_loss =  0.59311 val_roc_score =  0.77678 average_precision_score =  0.78524 time= 0.03504
Epoch: 0148 train_loss =  0.59103 val_roc_score =  0.76889 average_precision_score =  0.76382 time= 0.03504
Epoch: 0149 train_loss =  0.58863 val_roc_score =  0.75909 average_precision_score =  0.76663 time= 0.03506
Epoch: 0150 train_loss =  0.58878 val_roc_score =  0.75574 average_precision_score =  0.75256 time= 0.03525
Epoch: 0151 train_loss =  0.59049 val_roc_score =  0.75864 average_precision_score =  0.76094 time= 0.03515
Epoch: 0152 train_loss =  0.58932 val_roc_score =  0.74458 average_precision_score =  0.74918 time= 0.03508
Epoch: 0153 train_loss =  0.59046 val_roc_score =  0.77107 average_precision_score =  0.76572 time= 0.03535
Epoch: 0154 train_loss =  0.59240 val_roc_score =  0.75673 average_precision_score =  0.74318 time= 0.03594
Epoch: 0155 train_loss =  0.59047 val_roc_score =  0.76680 average_precision_score =  0.75965 time= 0.03546
Epoch: 0156 train_loss =  0.58903 val_roc_score =  0.74485 average_precision_score =  0.74631 time= 0.03531
Epoch: 0157 train_loss =  0.59013 val_roc_score =  0.77098 average_precision_score =  0.77477 time= 0.03571
Epoch: 0158 train_loss =  0.58864 val_roc_score =  0.75528 average_precision_score =  0.75603 time= 0.03598
Epoch: 0159 train_loss =  0.58751 val_roc_score =  0.76209 average_precision_score =  0.74685 time= 0.03576
Epoch: 0160 train_loss =  0.58958 val_roc_score =  0.76762 average_precision_score =  0.76573 time= 0.03566
Epoch: 0161 train_loss =  0.58855 val_roc_score =  0.76027 average_precision_score =  0.76736 time= 0.03671
Epoch: 0162 train_loss =  0.58955 val_roc_score =  0.75810 average_precision_score =  0.74879 time= 0.03632
Epoch: 0163 train_loss =  0.58993 val_roc_score =  0.77415 average_precision_score =  0.77005 time= 0.03555
Epoch: 0164 train_loss =  0.58919 val_roc_score =  0.75683 average_precision_score =  0.75048 time= 0.03543
Epoch: 0165 train_loss =  0.58740 val_roc_score =  0.75918 average_precision_score =  0.76913 time= 0.03660
Epoch: 0166 train_loss =  0.58752 val_roc_score =  0.76680 average_precision_score =  0.78039 time= 0.03685
Epoch: 0167 train_loss =  0.58949 val_roc_score =  0.77252 average_precision_score =  0.78584 time= 0.03678
Epoch: 0168 train_loss =  0.59031 val_roc_score =  0.76671 average_precision_score =  0.76786 time= 0.03605
Epoch: 0169 train_loss =  0.58838 val_roc_score =  0.76381 average_precision_score =  0.75600 time= 0.03615
Epoch: 0170 train_loss =  0.58822 val_roc_score =  0.76236 average_precision_score =  0.76946 time= 0.03597
Epoch: 0171 train_loss =  0.59012 val_roc_score =  0.76181 average_precision_score =  0.75831 time= 0.03564
Epoch: 0172 train_loss =  0.59030 val_roc_score =  0.76018 average_precision_score =  0.77180 time= 0.03532
Epoch: 0173 train_loss =  0.58916 val_roc_score =  0.75492 average_precision_score =  0.75595 time= 0.03560
Epoch: 0174 train_loss =  0.58824 val_roc_score =  0.78249 average_precision_score =  0.79242 time= 0.03526
Epoch: 0175 train_loss =  0.58624 val_roc_score =  0.76653 average_precision_score =  0.75884 time= 0.03592
Epoch: 0176 train_loss =  0.59024 val_roc_score =  0.74685 average_precision_score =  0.74127 time= 0.03607
Epoch: 0177 train_loss =  0.58708 val_roc_score =  0.75927 average_precision_score =  0.76488 time= 0.03592
Epoch: 0178 train_loss =  0.58859 val_roc_score =  0.77379 average_precision_score =  0.78561 time= 0.03592
Epoch: 0179 train_loss =  0.58780 val_roc_score =  0.73497 average_precision_score =  0.72965 time= 0.03566
Epoch: 0180 train_loss =  0.58783 val_roc_score =  0.76363 average_precision_score =  0.75833 time= 0.03551
Epoch: 0181 train_loss =  0.58768 val_roc_score =  0.75583 average_precision_score =  0.74504 time= 0.03530
Epoch: 0182 train_loss =  0.58615 val_roc_score =  0.76853 average_precision_score =  0.75845 time= 0.03575
Epoch: 0183 train_loss =  0.58738 val_roc_score =  0.76599 average_precision_score =  0.77162 time= 0.03643
Epoch: 0184 train_loss =  0.58686 val_roc_score =  0.77660 average_precision_score =  0.77201 time= 0.03593
Epoch: 0185 train_loss =  0.58797 val_roc_score =  0.76254 average_precision_score =  0.77196 time= 0.03602
Epoch: 0186 train_loss =  0.58969 val_roc_score =  0.77578 average_precision_score =  0.79183 time= 0.03563
Epoch: 0187 train_loss =  0.58603 val_roc_score =  0.78467 average_precision_score =  0.77978 time= 0.03670
Epoch: 0188 train_loss =  0.58862 val_roc_score =  0.76327 average_precision_score =  0.75881 time= 0.03639
Epoch: 0189 train_loss =  0.58776 val_roc_score =  0.76562 average_precision_score =  0.78017 time= 0.03659
Epoch: 0190 train_loss =  0.58958 val_roc_score =  0.75365 average_precision_score =  0.75235 time= 0.03704
Epoch: 0191 train_loss =  0.58604 val_roc_score =  0.78821 average_precision_score =  0.78407 time= 0.03663
Epoch: 0192 train_loss =  0.58788 val_roc_score =  0.75556 average_precision_score =  0.75050 time= 0.03618
Epoch: 0193 train_loss =  0.58954 val_roc_score =  0.74921 average_precision_score =  0.74759 time= 0.03638
Epoch: 0194 train_loss =  0.58893 val_roc_score =  0.75519 average_precision_score =  0.75356 time= 0.03649
Epoch: 0195 train_loss =  0.58648 val_roc_score =  0.75311 average_precision_score =  0.75934 time= 0.03677
Epoch: 0196 train_loss =  0.58805 val_roc_score =  0.75846 average_precision_score =  0.75323 time= 0.03660
Epoch: 0197 train_loss =  0.58759 val_roc_score =  0.74567 average_precision_score =  0.74910 time= 0.03597
Epoch: 0198 train_loss =  0.58672 val_roc_score =  0.74812 average_precision_score =  0.75030 time= 0.03585
Epoch: 0199 train_loss =  0.58624 val_roc_score =  0.76426 average_precision_score =  0.76467 time= 0.03632
Epoch: 0200 train_loss =  0.58697 val_roc_score =  0.76916 average_precision_score =  0.77116 time= 0.04100
Optimization Finished!
test roc score: 0.740408163265306
test ap score: 0.745160621942657
